symbol,rs_21,rs_63,rs_126,rs_189,rs_252,rs_126_skip21,burst_share,dist_20d_high,high_52w,vol_63,rs_126_per_vol,above_ma200,deliv_trend,turnover_trend,sector_rs_126,rs_126_vs_sector,adx,di_gap,rsi,fwd_rs,composite,date,sector,period,burst,strong_trend,overbought,near_high
BEML,27.151373033313362,36.49617701094567,17.305754484714676,46.432548377934445,-17.980395117031268,-12.190623430302217,26.788227429243104,-5.726495726495751,0.9354347938580256,42.18222471225635,714.5531323130572,51.89812669046374,-1.315079365079363,2.6260035629283722,11.573872161073345,5.731882323641329,58.74792967819548,31.814816815848552,72.166310765736,22.347956475575014,0.6686335403726709,2021-01-05,Capital Goods,IS 2021-23,False,True,True,False
BHARATFORG,-6.345394056820086,-4.870092093628431,14.384910654074833,66.38375919716755,-1.1963824466006523,22.072456076935598,,-1.8862935213750376,0.9811370647862496,35.34923334934345,569.9038194153746,35.86773105000971,0.6615079365079346,0.9410232799826339,11.573872161073345,2.8110384930014884,24.99650854258768,5.637867180794963,61.00581923373594,3.8920080357935705,0.7774327122153208,2021-01-05,Capital Goods,IS 2021-23,False,False,False,True
BHEL,10.04747449217971,10.540017193128248,-39.763359262532205,17.544687460876894,-21.693428423234774,-44.55256324758538,152.06020827881886,-1.7135862913096878,0.8864232712088445,43.038072779104674,-1348.5950075953656,26.9620247704599,-2.410634920634923,1.3101741944432732,11.573872161073345,-51.33723142360556,28.851197701169628,19.92556312608611,72.51393853000812,21.9348160172278,0.2168737060041408,2021-01-05,Capital Goods,IS 2021-23,True,True,True,True
BIRLACORPN,-11.473683068638774,-11.34950241367827,-13.801679825790924,-2.1566208088831917,4.001706879825817,0.45085627327579036,,-6.659855692484495,0.9106682258742103,27.022480618395218,-569.8246692313096,22.29628956835279,-0.9326984126984073,0.8691733127315834,-0.24757163362459922,-13.554108192166325,17.53328168166225,4.772934807770689,54.161736021132334,27.217552274255574,0.36024844720496896,2021-01-05,Cement,IS 2021-23,False,False,False,False
CARBORUNIV,1.8648838540672008,31.309263040150093,23.166965993139165,8.183966761237205,10.808350760631713,19.12404749003467,10.344893510747996,-3.34120425029516,0.9665879574970484,45.85861064508329,891.087994568555,52.08209374711874,-6.678650793650803,1.1035957339906286,11.573872161073345,11.59309383206582,38.7888168832131,14.34495494980218,67.03071168517953,20.581776443052547,0.7623188405797101,2021-01-05,Capital Goods,IS 2021-23,False,True,False,False
CESC,-7.04369996344949,-23.13107755475372,-34.78196249477518,-15.126574118999535,-33.617493961002374,-26.009071613976886,,-1.554808969450705,0.8137429292663123,26.771849598066268,-1797.2570238094622,6.056298322678355,12.64753968253968,0.9915180576389885,-1.2610953641613798,-33.520867130613794,22.650256178820403,9.791844336362605,61.381048139676686,-6.765780950492417,0.15869565217391304,2021-01-05,Power,IS 2021-23,False,False,False,True
CGPOWER,-18.978802880083013,40.317872782767104,259.04405500378516,621.0764897420601,,320.3938472895456,7.605715653220484,-14.946962391513964,0.8400000000000003,54.96866757204772,7154.617197553095,126.27042197053235,-7.79254901960784,1.5665421231014818,11.573872161073345,247.4701828427118,25.157657281065642,7.2708569054689995,55.51278268689858,67.67979728079993,0.6304347826086957,2021-01-05,Capital Goods,IS 2021-23,False,True,False,False
COCHINSHIP,-1.2883919211789108,-12.084846928606229,-15.326228583383328,-22.369376656814133,-21.966220786787282,-12.964319041875449,,-1.5161167027646694,0.7953617709482295,34.56061928420288,-726.0116779522733,23.20700198093668,-5.1878571428571405,1.315867668907489,11.573872161073345,-26.900100744456672,28.99197564269665,17.239731848972134,63.8616664604387,-11.615582794472878,0.215527950310559,2021-01-05,Capital Goods,IS 2021-23,False,True,False,True
CUMMINSIND,1.3865830910131383,10.513524263278251,10.32670696084339,25.532851621363186,-5.032761138618036,7.92761180684618,-3.7631652962765343,-1.3531908079109534,0.9639234042612286,38.504145427231975,497.0982489877902,40.47837451297951,-0.45206349206349117,1.63701119644063,11.573872161073345,-1.247165200229955,39.569645592345175,19.995449841426925,67.80915633016377,37.22357691386544,0.7050724637681159,2021-01-05,Capital Goods,IS 2021-23,False,True,False,True
DALBHARAT,-7.6282710835452905,23.996518472459847,21.593480959560996,69.20996882135387,23.35272466349401,31.19661565923799,33.2376124088697,-2.169159450712832,0.9336393989983304,43.31466774365737,887.2758797087844,50.73968623385981,-1.92777777777777,1.1925295454737694,-0.24757163362459922,21.841052593185594,20.40067339342377,3.813733867465679,60.16166413157132,32.813271919351685,0.6755693581780539,2021-01-05,Cement,IS 2021-23,False,False,False,False
ELGIEQUIP,10.538024399383271,5.412800071844348,65.10162601910284,108.76636028936886,1.3329897475278463,44.19856109425959,-85.68658245699208,-6.035502958579841,0.9396449704142016,45.633797650359234,2115.9480289538146,58.80657115023031,-0.5315873015873009,1.4533599894032887,11.573872161073345,53.527753858029484,37.12018601753503,14.265301622216489,63.18977368125061,22.100637825246316,0.7975155279503106,2021-01-05,Capital Goods,IS 2021-23,False,True,False,False
ESCORTS,-15.500500729845712,-17.39679467327133,-14.742103274272855,45.22460490282276,105.92413136957359,4.8935902365951245,,-7.059697795392639,0.9040030289470966,29.543933490931558,-596.7139527537147,21.433955585787558,6.7612698412698435,0.9122030930281474,11.573872161073345,-26.3159754353462,33.120394001839195,-8.672442336605478,50.82734184731533,-9.815802949341744,0.3458592132505176,2021-01-05,Capital Goods,IS 2021-23,False,False,False,False
FINCABLES,-1.0751729035022528,0.6492323136765288,-10.902614364412134,-10.312284733076925,-22.926462075824496,-9.01840583520277,144.34581397299024,-1.9610494995942696,0.8585835960581953,35.938004150754196,-485.54957005520424,31.16676857836922,-0.926587301587297,1.63875346832282,11.573872161073345,-22.476486525485477,22.74185067079002,6.096313621925898,63.771044923085434,-2.1688392814719126,0.3450310559006211,2021-01-05,Capital Goods,IS 2021-23,True,False,False,True
FINPIPE,-6.925696575435092,1.0850538314083336,-0.0258326164984668,-3.4169321803889874,1.8992776405435396,8.543910167168578,-239.09752891115198,-2.694855951760622,0.9730514404823938,29.34838594665307,-1.3024511844637066,31.797781224880993,-1.4052380952380972,1.3868477861410935,11.573872161073345,-11.599704777571812,23.433893657949675,5.3742145482426515,62.948966376055836,-2.719726617199192,0.6555900621118013,2021-01-05,Capital Goods,IS 2021-23,False,False,False,False
GRASIM,-3.9796617099274734,4.916936539073369,21.690469986596938,28.534364136073865,14.231765115450123,25.801827225096364,45.70050853998776,-1.0957353773342282,0.9890426462266577,24.098017206390622,1072.0845445612501,42.678409732539535,6.439523809523809,0.8486864970305055,-0.24757163362459922,21.938041620221536,38.950013166418856,18.989979988107443,69.89656949633454,44.02530965267566,0.8638716356107661,2021-01-05,Cement,IS 2021-23,False,True,False,True
GRSE,-7.407577664018006,-34.36697484986847,-43.671921033519624,-32.20619194346084,-13.45985074888587,-34.56184549394508,,-10.30621572212066,0.8044747755815688,35.44310858678271,-1458.6837617052124,6.197959114356588,4.935396825396829,1.1232847169470646,11.573872161073345,-55.24579319459298,15.747704358172793,7.564174028271188,49.48878654930396,-11.398527892156562,0.10848861283643893,2021-01-05,Capital Goods,IS 2021-23,False,False,False,False
GVT&D,18.64901168945332,15.582583769767421,27.539908817900695,23.590388628988947,-26.133628165864597,3.501370876319454,82.63907381847345,-3.4482758620689613,0.72603138327054,55.64360752798676,808.679671391411,47.29607558264499,-19.699444444444445,2.5550597812455194,11.573872161073345,15.966036656827349,51.06491379562245,31.542950653139744,69.04969404877826,-16.357677358178314,0.45041407867494826,2021-01-05,Capital Goods,IS 2021-23,True,True,False,False
HAL,2.1845152235186793,-13.590392288185571,-40.79050468749875,-4.644626976855526,10.326118297160036,-39.77605071017015,,-0.5825556934031195,0.6347627531592209,33.110739630944984,-1214.2764212102625,18.379746233125193,8.264444444444443,0.47204844732086176,11.573872161073345,-52.36437684857209,22.933040140473345,17.33848004579487,70.96315457348179,3.0526981818872256,0.035921325051759836,2021-01-05,Capital Goods,IS 2021-23,False,False,True,True
HONAUT,13.81128810782033,-9.666110499387681,-8.48965883720918,-29.417466192981244,16.87861503629826,-21.177473295978878,,-4.76428571428571,0.9309916784076309,33.625141415667464,-350.65337156666163,23.73234092449785,-4.601190476190482,1.7291366131553991,11.573872161073345,-20.063530998282523,42.47997012220311,20.19648207717482,70.02477115055675,10.10146156390379,0.4825051759834369,2021-01-05,Capital Goods,IS 2021-23,False,True,True,False
INDIACEM,7.162787732693987,26.195058656820237,4.933360765608086,-5.07662360916552,131.90260592071203,-3.4564152628597578,73.75847983835597,-5.597416576964487,0.9440258342303551,60.40427217776756,154.9268356580238,42.067011958669084,-0.6719047619047558,2.319416460187447,-0.24757163362459922,5.180932399232685,32.47009101780196,19.645861047959826,66.76674841759743,-2.107756661339333,0.6547619047619048,2021-01-05,Cement,IS 2021-23,True,True,False,False
INOXWIND,23.635150608289067,34.2072916709884,33.457246390961906,166.2729768346215,80.7214558745448,3.163042483298595,14.591303538725775,-1.2435991221653175,0.9875640087783468,73.50312786447799,808.149036482753,70.68964396127133,7.1157936507936554,1.7270543942450511,11.573872161073345,21.88337422988856,29.09148837884885,21.259761490592794,69.5558491449393,-1.9165746012859808,0.8993788819875776,2021-01-05,Capital Goods,IS 2021-23,False,True,False,True
JKCEMENT,-10.413397574516614,10.13925781366729,8.905610708162492,50.80989212700102,64.79649937321952,22.552990414859252,21.79035916188776,-2.2027254060108525,0.937628635346756,32.83848758523287,454.8812411529532,39.28890820727795,-0.040873015873025054,1.40372783056196,-0.24757163362459922,9.153182341787092,26.72874721637661,22.369276278732727,66.23414177766527,37.29440713823169,0.6544513457556935,2021-01-05,Cement,IS 2021-23,False,True,False,False
JKLAKSHMI,-12.952538583541806,3.2262498864315203,-15.617495288387628,-6.30248800995048,2.312490556695801,0.47779265640608415,-117.59447564821654,-7.041870581837973,0.9005920618418979,34.577146646970945,-761.5529483038738,24.4918349271255,5.29746031746032,1.0089065946054097,-0.24757163362459922,-15.36992365476303,14.593330345986645,-1.0653947577648921,52.66666282624366,21.86074820265267,0.32432712215320914,2021-01-05,Cement,IS 2021-23,False,False,False,False
JPPOWER,17.34949900670941,8.177051556520109,28.533416705913027,322.87249381827337,92.04102125099192,5.630253908931215,10.703113285808413,-22.352941176470576,0.7764705882352942,86.15219227911824,622.3071218382281,61.756948995412685,-4.812460317460314,3.39766298369578,-1.2610953641613798,29.794512070074408,20.295379809404324,9.73883541460798,55.39144177186321,-9.613544298255716,0.5010351966873706,2021-01-05,Power,IS 2021-23,False,False,False,False
JSWENERGY,-9.354292365217232,-2.2377057633419017,5.927790841662972,-18.55818728569185,-20.282350841422048,17.921731770552363,,-6.8370165745856415,0.9189373297002723,41.26137683210504,222.7103973928509,27.210922316587993,-6.983015873015873,1.0948904163710362,-1.2610953641613798,7.1888862058243514,27.50766036693012,3.7737744061062912,52.72861314234008,24.847448131602533,0.5820910973084886,2021-01-05,Power,IS 2021-23,False,True,False,False
KEI,1.3298568897646135,10.720586075623316,-1.54619111736638,-10.029670772141298,-17.842760189753236,-2.9452824661216903,-83.9157868680085,-6.387886081026906,0.8177640613062506,31.476992731829363,-66.5711537394164,32.094990138569955,5.249285714285705,1.0170838187896973,11.573872161073345,-13.120063278439725,49.48931038771052,8.801463380902845,59.80733766786257,7.567803188394473,0.36594202898550726,2021-01-05,Capital Goods,IS 2021-23,False,True,False,False
KIRLOSENG,0.08192319252420255,-3.316216672400607,-18.830608909547664,-33.28622315385241,-31.505983310600726,-17.650668434098236,,-3.2738095238095233,0.8203414587868395,38.77401835582473,-844.158251485485,18.627192467328555,-7.18547619047618,1.6127349220992104,11.573872161073345,-30.40448107062101,34.49447757238407,19.39209496976931,64.68782264348718,26.53214334743186,0.22318840579710147,2021-01-05,Capital Goods,IS 2021-23,False,True,False,False
LT,6.461910473548915,20.92826118889466,4.475559092708559,-6.547885060657799,-13.701972386878513,-3.1155026511725303,-7.336464010565118,-2.4056779977586817,0.9759432200224132,30.234498696435608,254.32367930817722,35.50467221462193,-1.2944444444444443,1.3141336444955134,11.573872161073345,-7.098313068364787,33.425483269668085,10.318304884309896,72.43994602778535,2.055662506065503,0.6985507246376812,2021-01-05,Capital Goods,IS 2021-23,False,True,True,False
NHPC,5.665233817164617,-4.799967168441355,-13.520878798558655,-49.05622534987217,-15.182861798716129,-18.209766134211502,,-3.90625,0.8561925855080069,27.489809195410913,-722.726832695528,17.53813890930529,-6.084126984126975,2.05158506559338,-1.2610953641613798,-12.259783434397276,29.134809394410574,22.984183769713205,69.92767022825467,-7.396249398034183,0.29492753623188406,2021-01-05,Power,IS 2021-23,False,True,False,False
NLCINDIA,-2.430199528127752,-12.865871392455318,-6.413106726992224,-38.65669535566414,-13.989382414243279,-3.244367553880867,,-3.681506849315086,0.9279136468626918,24.299531569362625,-388.796926010261,19.532192418258877,-4.931349206349218,1.538987489649595,-1.2610953641613798,-5.152011362830844,24.362542109304513,5.280112222097845,61.00198744555834,-19.561019045730443,0.48954451345755695,2021-01-05,Power,IS 2021-23,False,False,False,False
NTPC,-8.142780556389484,-7.380378263238163,-26.861359308580667,-52.794962159710956,-35.590445397519545,-16.92332851231322,,-8.997668997668995,0.8110376821396683,30.610953658651567,-1296.6763294952268,7.276296262170012,0.5145238095238014,1.0207281020772088,-1.2610953641613798,-25.60026394441929,20.433887587026412,-4.998875068098062,48.22171472958555,0.998725945161949,0.18002070393374742,2021-01-05,Power,IS 2021-23,False,False,False,False
ORIENTCEM,6.388076100808693,23.18196057299837,-5.35364092815398,29.1461872416072,5.965794168514682,-11.69186614712785,11.235007645256283,-2.0329670329670257,0.9796703296703297,40.03629174874457,-206.2566607282022,42.73787685911796,-4.8451587301587296,2.1129804493618716,-0.24757163362459922,-5.10606929452938,37.56519321337935,18.773700541678508,70.86271661400875,11.812720594077675,0.6343685300207039,2021-01-05,Cement,IS 2021-23,False,True,True,False
POLYCAB,7.217559302607346,13.376020392007494,2.046932485760289,-20.402122464718886,-3.043553096642837,-6.037336150692818,55.635849545996955,-1.1528497409326488,0.9548997945753406,33.145582764210076,105.09240110677274,35.356591304467464,5.853650793650793,1.735238944652883,11.573872161073345,-9.526939675313056,32.72485237667702,12.86482652103928,76.37076461146108,15.799146361453541,0.6192546583850931,2021-01-05,Capital Goods,IS 2021-23,True,True,True,True
POWERGRID,-10.44610414069529,-7.68538628569837,-23.85715816779177,-51.86390421434621,-20.041041335107412,-11.266824707536994,,-4.568527918781706,0.9168595270017471,23.620316001246287,-1436.7437872397136,9.293164907597241,6.025000000000013,0.9824973860468234,-1.2610953641613798,-22.59606280363039,25.145678234121313,-8.709874801142478,45.995152327650054,4.586971498004688,0.3175983436853002,2021-01-05,Power,IS 2021-23,False,False,False,False
POWERINDIA,-4.133117600895253,11.118389959730735,20.157274849137675,-8.3046728978611,,24.537108803399054,-9.538537074759992,-7.22650671236792,,48.9054160009135,766.4991555829687,38.537295078971766,-0.349444444444444,0.489174807343011,11.573872161073345,8.583402688064329,38.61775864905876,6.252517258946046,56.87816380080916,8.229720554707365,,2021-01-05,Capital Goods,IS 2021-23,False,True,False,False
PRAJIND,16.962611261331027,36.33085594661725,48.46926077737446,49.68936763782732,0.2502384575682415,22.093384713167573,48.5547290031424,-1.6800000000000037,0.9832,44.847510334089826,1623.8627181197376,68.77932710911206,0.538809523809519,2.4988598514094247,11.573872161073345,36.89538861630111,38.370519093344065,21.00917722135891,75.46054213144185,54.88950079876809,0.8918219461697723,2021-01-05,Capital Goods,IS 2021-23,False,True,True,True
PRSMJOHNSN,-5.584269850470314,27.359358493704768,31.679406954228174,132.22693067059186,26.393061056136368,38.00079187255532,-13.820446845058616,-6.105263157894736,0.9389473684210526,36.07062841646954,1177.4027982252196,59.418726137808896,-4.244761904761894,2.6283443947454046,-0.24757163362459922,31.926978587852773,27.92886365912083,7.005500427192203,56.547124374836905,47.90106366478262,0.7545548654244306,2021-01-05,Cement,IS 2021-23,False,True,False,False
PTC,-5.920413618338083,3.914795884165434,-11.587678786776156,-21.65209763798275,-10.367593471185565,-4.190635827930289,-17.78076161376686,-5.407523510971767,0.8949606773702043,33.19356410668989,-551.0936158293828,24.444168645128773,-2.3446825396825446,0.9569485967223299,-1.2610953641613798,-10.326583422614776,22.15279866433323,3.2162763845506817,57.271515477616916,39.97848201290881,0.374120082815735,2021-01-05,Power,IS 2021-23,False,False,False,False
RAMCOCEM,-17.916378773944054,-17.23348269950884,-12.501812024805181,-13.727537265044365,-10.870443682160502,10.893231872399056,,-12.111148012841767,0.8788885198715823,27.90079513742895,-663.1580121292204,15.1757462278713,2.0957936507936488,0.934935324019159,-0.24757163362459922,-12.254240391180582,19.39763172275897,-0.3121429433695404,41.58396137515671,27.81655719532976,0.3381987577639751,2021-01-05,Cement,IS 2021-23,False,False,False,False
RPOWER,6.254032940812482,12.302080366321944,-40.64212580067513,113.57520222860005,-13.553151784569351,-42.668677600936114,22.950633000408168,-10.58823529411763,0.7708679747256408,77.7773448743753,-941.1579005750214,29.331027171790524,,0.6358230547134693,-1.2610953641613798,-39.381030436513754,24.37193678295468,19.14709721194058,60.9706755832046,22.364127153099922,0.09378881987577639,2021-01-05,Power,IS 2021-23,False,False,False,False
RTNPOWER,48.63515060828907,15.338362889564028,3.137805003785221,59.285721547989766,44.208915413566395,-36.7068471548987,365.7046865448999,0.0,0.7339887640449446,86.30379212144501,56.619739514975784,53.89598916308391,-11.844761904761903,4.5408693295487,-1.2610953641613798,4.3989003679466006,40.52815122787299,33.64077293493435,76.18230366043002,-21.508614402281033,0.3219461697722567,2021-01-05,Power,IS 2021-23,True,True,True,True
SHREECEM,-11.262438433622645,-4.588639938809269,-27.938021118618472,-29.184599849635728,2.072959399537244,-14.561539178544392,,-5.513850363484285,0.9313987254195013,26.536920307611073,-1602.5381740222278,13.046109827154284,2.4826984126984186,0.933584114794917,-0.24757163362459922,-27.690449484993874,15.929037327734568,2.542295468688202,49.68474500278928,25.586623350908468,0.35403726708074534,2021-01-05,Cement,IS 2021-23,False,False,False,False
SIEMENS,-1.6841176797560253,2.5857073140692854,4.658965136204141,-25.30700845753746,-4.363032942596079,6.3966475296063585,73.58461811747247,-0.45981977533637863,0.9954018022466362,30.54859070982704,277.10020567749876,31.445112283948305,-3.5439682539682558,0.7305603165344884,11.573872161073345,-6.914907024869205,33.7938300801736,11.759781385112731,69.55979119882967,7.585104724916603,0.80703933747412,2021-01-05,Capital Goods,IS 2021-23,True,True,False,True
SJVN,-0.5397987307054208,-7.329097023827491,-17.16398353453441,-51.82392901116415,-21.636217935264067,-15.467473760871586,,-4.638218923933191,0.916643461626936,24.360477130767347,-1051.252857577027,13.924295496880434,-3.5732539682539795,2.1816311368985764,-1.2610953641613798,-15.90288817037303,21.18639458542977,5.4370754220955995,60.00863090965458,-10.474291851610406,0.33892339544513456,2021-01-05,Power,IS 2021-23,False,False,False,False
STARCEMENT,4.4782802354423,1.4961919638906362,-13.052747491254092,-22.33515160424886,-1.3803136064102883,-16.66538328458511,1088.7365581626484,-1.1111111111111072,0.9888888888888889,38.703457455295535,-518.407767380383,26.296018915748775,-8.94523809523809,2.919975049328918,-0.24757163362459922,-12.805175857629491,34.84642497360016,12.605535139037691,71.22945185621181,-10.422192578814082,0.6209109730848861,2021-01-05,Cement,IS 2021-23,True,True,True,True
SUPREMEIND,-2.0495184543464218,3.577654680408937,19.07428558392428,33.79905435079238,36.46712988059739,20.56203995244632,-108.05113340318312,-1.5042253521126758,0.9849577464788732,37.384771496425145,880.3244638208505,37.509551534825626,-1.8718253968254004,1.3750098630971437,11.573872161073345,7.500413422850932,22.344201685788452,6.960672226355207,60.291769741558376,6.76401034790266,0.8062111801242235,2021-01-05,Capital Goods,IS 2021-23,False,False,False,True
SUZLON,102.82119711991686,111.14066785410284,-0.05500159998850229,178.16965011941807,244.16168194527995,-60.76443363288616,38.4004150812581,0.0,1.0,53.983758123086204,-1.6648368246869454,96.3283520554666,,1.392777606016655,11.573872161073345,-11.628873761061847,55.0873929723091,62.10771071455943,95.92521915989376,-38.55603038359904,0.7571428571428571,2021-01-05,Capital Goods,IS 2021-23,False,True,True,True
TATAPOWER,6.080094537921088,25.159991899895772,24.634455197805604,79.97491873640506,27.30303132520877,15.09114251117114,40.54854823444088,-1.2773722627737238,0.9872262773722628,38.265532878348516,955.6454785247402,59.26397109721431,3.084365079365078,1.4489434743296448,-1.2610953641613798,25.895550561966985,34.58931959882961,22.716330675037693,71.95803239119105,22.74516292181934,0.8564182194616977,2021-01-05,Power,IS 2021-23,False,True,True,True
TDPOWERSYS,1.3424046094087094,2.483393218426677,-12.025206439644332,-14.490736149777138,-15.98232031387874,-12.615476449777209,284.1373067998823,-9.841269841269828,0.7405416542661565,46.55582006053779,-436.5430070761159,29.674260977181067,-2.5433333333333366,2.323349505628856,11.573872161073345,-23.599078600717675,41.63921672920123,11.349732155068583,57.87905985100007,4.75478690106137,0.2220496894409938,2021-01-05,Capital Goods,IS 2021-23,True,True,False,False
THERMAX,-2.9562900763345556,9.497470312463886,-10.8925147350859,-44.51790411568095,-31.579055254131216,-6.932493803298501,-16.73821555336979,-1.0398344542162374,0.8722576161610214,29.654637555259093,-611.3242991056017,24.0479465979776,-3.356904761904751,0.7349782440239394,11.573872161073345,-22.466386896159246,30.321142671353837,15.457673200525017,66.10110909634858,34.548025395228834,0.3666666666666667,2021-01-05,Capital Goods,IS 2021-23,False,True,False,True
TIMKEN,9.986104420546749,-4.120960142599506,2.705729580598204,-8.315885429092917,29.66922428163481,-8.263645496478556,,-2.882352941176458,0.9711764705882354,32.88101196342543,118.62172828765316,30.708618556680968,-5.395873015873029,1.7229873199448456,11.573872161073345,-8.86814258047514,31.669405640141125,20.203384336821934,71.20184071021005,-2.6121631334887985,0.6626293995859214,2021-01-05,Capital Goods,IS 2021-23,False,True,True,False
