symbol,rs_21,rs_63,rs_126,rs_189,rs_252,rs_126_skip21,burst_share,dist_20d_high,high_52w,vol_63,rs_126_per_vol,above_ma200,deliv_trend,turnover_trend,sector_rs_126,rs_126_vs_sector,adx,di_gap,rsi,fwd_rs,composite,date,sector,period,burst,strong_trend,overbought,near_high
ASTRAMICRO,-16.621267128926387,-7.138576452403322,-22.670265895745057,-30.217730778172335,38.72555735485772,-0.9226872778915762,,-18.91979301423028,0.7933544303797467,49.07393434902977,-848.3006893274588,4.979443447314047,2.570158730158738,1.1141393350859492,21.160647328219095,-43.83091322396415,12.867422165657564,-3.8712636648442853,43.819875978606696,27.95550832921463,0.10714285714285715,2021-04-08,Capital Goods,IS 2021-23,False,False,False,False
BDL,-5.440738651800703,-7.452680479661112,-29.25229086225507,-61.03517643241118,-1.6991450354434168,-23.348801601071557,,-7.790807386440224,0.7033188620779757,30.97269290371303,-1489.5994088893576,-1.5827646742370693,3.8209523809523844,0.7205832692479276,21.160647328219095,-50.412938190474165,17.76189470818496,1.6963837550095135,47.010067435814314,3.727676035984362,0.05714285714285714,2021-04-08,Capital Goods,IS 2021-23,False,False,False,False
BEL,-11.551746306625411,-7.685902864910965,3.5358130411229816,-14.139302103611273,3.0628873184750827,21.201442310144248,,-11.770691994572624,0.839303000968054,38.23496751771282,148.57024912329504,15.645254062167568,5.800634920634916,0.9887337397756486,21.160647328219095,-17.624834287096114,23.021151606395897,-5.322065237987712,47.456223198278515,31.197702772240632,0.27142857142857146,2021-04-08,Capital Goods,IS 2021-23,False,False,False,False
BEML,8.444967633187872,22.347956475575014,74.68842954705586,52.02545325514048,98.75547411755777,58.59992426828957,-30.168836445272635,-17.00817014654389,0.8299182985345611,61.19840705116935,2262.4378606082755,55.95769258902996,-3.9478571428571456,2.181130428644986,21.160647328219095,53.52778221883676,29.56093191377712,4.047096439426845,52.94193294459466,-5.973423780652709,0.55,2021-04-08,Capital Goods,IS 2021-23,False,True,False,False
BHARATFORG,-0.48252308552536594,3.8920080357935705,-0.5677395716340516,21.066421970528324,80.11041217133692,0.06836465664490365,59.54110327287109,-2.6751088246933175,0.908332102230758,39.428428439217015,-24.159463835081862,20.484518592545164,2.0161904761904808,0.6320990350076635,21.160647328219095,-21.72838689985315,13.46690194025973,0.08025066179756735,53.71041912707551,23.54996955949078,0.39285714285714285,2021-04-08,Capital Goods,IS 2021-23,True,False,False,False
BHEL,-1.6417251008122746,21.9348160172278,40.66844442713284,-21.93945491664695,60.71858668991696,43.53719707822803,-5.886899174803941,-8.672566371681423,0.9132743362831858,56.45047909218881,1291.3308434355006,36.23460914223846,-5.024206349206349,1.4883735848050375,21.160647328219095,19.50779709891375,22.550128254761574,1.1849192732499283,57.03053314355365,20.914873270170787,0.6214285714285714,2021-04-08,Capital Goods,IS 2021-23,False,False,False,False
BIRLACORPN,13.568505290151322,27.217552274255574,18.46905094685507,17.72059670201216,44.4778235018009,0.5200541790890911,51.92526797470979,-1.92548763977336,0.9807451236022664,35.59828834674166,928.9805738695608,37.276300700712504,-1.692619047619047,1.2488955839196685,35.78122175958565,-17.312170812730578,33.600433784700726,18.218472990463237,70.35281876945197,20.02066469195116,0.6785714285714286,2021-04-08,Cement,IS 2021-23,True,True,True,True
CARBORUNIV,3.190921058724716,20.581776443052547,65.26400203539555,56.82497177514685,46.22310761481825,59.159306566890166,49.05622751523755,-3.4230055658627134,0.9101320045458525,46.24120150714575,2255.4886356743127,49.772119609999606,-3.3307142857142864,0.6755833809626018,21.160647328219095,44.10335470717646,15.818647070451958,7.667463322661927,59.83402486706226,15.21715976053315,0.6857142857142857,2021-04-08,Capital Goods,IS 2021-23,False,False,False,False
CESC,-0.3776544230013279,-6.765780950492417,-31.45480988197127,-43.7139796099572,-26.872628656300446,-31.0679632058676,,-1.1242138364779164,0.8602599179206569,30.718382489805897,-1739.9862624125246,2.3639181149840205,5.624523809523815,0.5174551247157653,14.290423136263348,-45.745233018234615,21.832498633351182,5.36625683375124,58.9951195636778,18.42188126372115,0.14285714285714285,2021-04-08,Power,IS 2021-23,False,False,False,True
CGPOWER,24.53316091396138,67.67979728079993,153.94589552149796,541.4023554757083,1200.0816907680307,97.64430019607417,25.726314584432792,0.0,1.0,49.645786246053895,4684.3721999211975,126.01654180772526,0.4966666666666697,1.1438073577641892,21.160647328219095,132.78524819327885,40.08255905032651,26.4926252183623,75.05441701386579,-6.628022131623723,1.0,2021-04-08,Capital Goods,IS 2021-23,False,True,True,True
COCHINSHIP,-6.8966890534818415,-11.615582794472878,-25.83948030146759,-29.998568289141446,-41.456860656130054,-17.989013121489084,,-8.180112570356467,0.8606096131301287,31.981015440084686,-1234.5222222130958,4.6652396425974185,-5.992619047619037,0.46968826252465196,21.160647328219095,-47.00012762968668,14.766120381569026,1.73252756821854,48.424011633380864,-2.211015731707855,0.17142857142857143,2021-04-08,Capital Goods,IS 2021-23,False,False,False,False
CUMMINSIND,3.7448258773612464,37.22357691386544,61.146489369551425,64.3414671505719,101.4936497019205,54.17208077998063,-4.691981842331536,-5.180626170725189,0.9481937382927481,42.4978701774716,2402.742133061139,56.609781743598894,2.838571428571427,1.1697592170514761,21.160647328219095,39.98584204133233,33.258167638061195,7.827677519397334,56.56179288775352,-10.556525898411218,0.7857142857142857,2021-04-08,Capital Goods,IS 2021-23,False,True,False,False
DALBHARAT,5.687534028716357,32.813271919351685,74.02424850831733,73.7277552979442,153.57723358451238,62.937280127780795,-3.802566872755523,-7.72895398727621,0.9227104601272379,33.90254528947393,3032.6840397243236,53.887341775166476,9.427301587301578,1.3440584128340807,35.78122175958565,38.24302674873168,22.982178680669627,3.7852399216002404,58.57402026699016,28.094498945758772,0.75,2021-04-08,Cement,IS 2021-23,False,False,False,False
ELGIEQUIP,9.43253492595344,22.100637825246316,34.29306051487313,113.15940958487607,178.42382632223294,19.97597012767869,29.770710576894377,-3.426275992438499,0.965737240075615,45.823822216501256,1195.2526367270339,52.013621758717136,-0.30015873015872074,1.4300190201002516,21.160647328219095,13.132413186654034,26.29079059004018,14.568448014654674,63.98254611333256,-3.166374133679284,0.7428571428571429,2021-04-08,Capital Goods,IS 2021-23,False,True,False,False
ESCORTS,-3.664597816656179,-9.815802949341744,-28.971770943207396,-27.316249263061554,26.681442413215308,-25.05608168547564,,-8.539657406074596,0.865368245428853,33.188387208067525,-1468.7046513680941,1.5869364950051201,2.847777777777779,0.5569797427524402,21.160647328219095,-50.132418271426495,19.54848090565407,-5.240301412501992,44.10936250658242,-13.41603596215415,0.17857142857142855,2021-04-08,Capital Goods,IS 2021-23,False,False,False,False
FINCABLES,-5.773842317237321,-2.1688392814719126,-2.0038993963508833,-14.267500351623141,-14.541677920168272,5.945965326228508,,-8.895040924410214,0.8876509909698599,39.885837615655475,-83.99356025271383,16.461053783493963,-2.43214285714285,0.5596681012934627,21.160647328219095,-23.16454672456998,16.27134284346295,0.022947911448849112,46.79731245914329,27.318786723762067,0.35,2021-04-08,Capital Goods,IS 2021-23,False,False,False,False
FINPIPE,3.1556405240758867,-2.719726617199192,-2.2359940819845825,-3.6428688886323,-8.281755637664512,-6.197105123677971,,-1.0495626822157544,0.9766906474820144,36.494777778801875,-107.3702002295283,19.489680380711082,-7.356031746031746,0.9053520921799502,21.160647328219095,-23.396641410203678,19.03963964713685,16.09854987991489,66.44286399803956,24.75955129294707,0.5642857142857143,2021-04-08,Capital Goods,IS 2021-23,False,False,False,True
GRASIM,8.076077272128579,44.02530965267566,61.843061987042816,91.20196902091222,119.58708960061077,47.3663915316098,3.6080998646630538,-1.6907720513342994,0.983092279486657,32.26250930172952,3452.341811393089,61.45500198058498,4.177857142857135,1.003525965451569,35.78122175958565,26.061840227457168,39.26291393996529,13.80969067008062,68.62885503577434,-4.248365581398761,0.8928571428571428,2021-04-08,Cement,IS 2021-23,False,True,False,True
GRSE,-7.81975202816374,-11.398527892156562,-46.806500095359496,-56.72401333613356,-50.49084464661118,-39.59043617696062,,-12.689880813274112,0.7657370093178959,36.19955333083269,-2081.954945997116,-6.153167344158228,3.2981746031746013,0.7722667093957178,21.160647328219095,-67.9671474235786,17.056291565096707,-2.0126768471826058,43.56440636574881,-0.9316483173996692,0.05,2021-04-08,Capital Goods,IS 2021-23,False,False,False,False
GVT&D,-12.141236588274484,-16.357677358178314,-6.1669573579384185,3.099533520190767,-7.18071726009204,11.186572244030902,,-16.550764951321316,0.8078088185796027,42.9063290526141,-196.54237881335922,13.491278040106414,-7.152460317460317,0.677117631296806,21.160647328219095,-27.327604686157514,16.160259944781565,3.5949828187553052,46.84213342050584,11.010803502728916,0.18571428571428572,2021-04-08,Capital Goods,IS 2021-23,False,False,False,False
HAL,-4.167047443445549,3.0526981818872256,-11.125262467434304,-40.66230930485981,0.22005931944752977,-5.878329725164266,-66.65668237386173,-7.217962257220267,0.6959281077037807,37.95472573385182,-497.8741063697849,10.34894569019118,5.53126984126984,0.7318149944049138,21.160647328219095,-32.2859097956534,22.980221178151005,-6.335140996124849,47.541391175727995,2.8449636947415424,0.12142857142857144,2021-04-08,Capital Goods,IS 2021-23,False,False,False,False
HONAUT,-7.158425747269225,10.10146156390379,1.2116858068248915,3.5243604950817575,-16.74733678792324,11.461942931108426,-34.93244836181517,-12.860172034406903,0.871398279655931,34.62715625201681,56.58251530012449,23.468937723005602,1.1512698412698512,1.981796533951334,21.160647328219095,-19.948961521394203,22.467822534009922,-3.3935142082001697,42.17243519246379,-10.727294850851843,0.32857142857142857,2021-04-08,Capital Goods,IS 2021-23,False,False,False,False
INDIACEM,5.113690952615646,-2.107756661339333,24.76115231041518,2.3517647799572217,-8.971699940106825,17.142920508613415,,-1.6107382550335503,0.9765520916600051,42.72955577304164,751.1046112726585,30.118439130213837,-3.612936507936517,0.9351274415508568,35.78122175958565,-11.020069449170467,18.023651114656854,14.720959652675434,62.34903543163171,-2.543596224419842,0.6857142857142857,2021-04-08,Cement,IS 2021-23,False,False,False,True
INOXWIND,4.105616122502576,-1.9165746012859808,33.43376831148988,32.47038468317629,170.69720050772216,26.913419515423787,,-14.77683956574185,0.8522316043425815,48.8624864191558,850.3076044732562,33.961051650092685,2.0570634920634916,1.2291674000408763,21.160647328219095,12.273120983270779,14.096997888549291,1.6304742782753472,50.376628442066036,23.204451768829326,0.44999999999999996,2021-04-08,Capital Goods,IS 2021-23,False,False,False,False
JKCEMENT,10.210106227094439,37.29440713823169,60.703032635792376,62.398314704485315,138.00300337770918,42.86430041920586,11.116721719855573,-4.276461997587155,0.9572353800241284,43.60750447236227,2505.542439740307,54.01257529482708,7.290634920634915,0.6098628402921229,35.78122175958565,24.921810876206727,30.075201139739853,15.073587157586395,64.58362120057197,-5.94552049979169,0.8,2021-04-08,Cement,IS 2021-23,False,True,False,False
JKLAKSHMI,2.41646799099009,21.86074820265267,31.17495756490314,9.005430352291043,29.94643695417718,27.324865800659826,32.46474476546568,-1.292425264104291,0.979152731326644,39.578878008225175,1337.0299432523711,35.230676206679746,0.1369047619047521,0.9019852344374226,35.78122175958565,-4.606264194682508,19.21217176277285,6.600884672650846,61.78445808318585,37.5986294164258,0.7714285714285714,2021-04-08,Cement,IS 2021-23,False,False,False,True
JPPOWER,10.323693524479527,-9.613544298255716,-3.9579814306679895,14.886989045449184,296.3591957689416,-15.914502688713483,,-9.859154929577452,0.7529411764705889,57.917598032829474,-85.77773933665193,19.510348565084314,0.25325396825396496,1.2726413100751914,14.290423136263348,-18.248404566931338,18.694145547192765,16.65862518957736,59.67109045276589,89.01080350272899,0.16428571428571426,2021-04-08,Power,IS 2021-23,False,False,False,False
JSWENERGY,9.153742785563267,24.847448131602533,27.78308568266641,40.827095840177854,18.847841499162143,14.400568915504364,6.9288148078969005,-4.471982758620685,0.9552801724137931,56.987328812327455,889.8163698655746,38.43123913067921,-12.26222222222222,2.001240663458029,14.290423136263348,13.49266254640306,28.238318234264568,9.176116190488896,58.61521478311294,81.41950344632738,0.6714285714285715,2021-04-08,Power,IS 2021-23,False,True,False,False
KEI,7.822201633040349,7.567803188394473,21.595325207784576,8.296850934818579,1.720354449705952,10.467523714296778,-13.852439342463043,-5.338900239850764,0.9466109976014924,40.774756874012866,943.5907749932616,27.075212106757984,-11.297142857142866,1.8808999374784205,21.160647328219095,0.43467787956548154,19.1196645517137,8.603895557702668,56.61778024148641,29.401193893119416,0.5928571428571427,2021-04-08,Capital Goods,IS 2021-23,False,False,False,False
KIRLOSENG,2.8317634122696056,26.53214334743186,28.3928656773351,10.209624439965136,1.8615814052489243,23.977582217177982,-14.152674544470035,-6.155097613882865,0.9384490238611713,52.22884405572683,983.354752038446,38.789402112670324,-7.792857142857137,1.0252595131119102,21.160647328219095,7.232218349116004,21.368042477991086,3.639934845698683,55.8966832269817,36.28489336115135,0.65,2021-04-08,Capital Goods,IS 2021-23,False,False,False,False
LT,-3.0548534426846685,2.055662506065503,25.278080755543854,7.595323846949253,-3.536330856424863,30.220050918920926,2.5511438215778037,-9.319488817891363,0.8908662900188324,32.03489388094029,1284.811649181736,23.926862224064305,0.49515873015873524,0.7792797624805724,21.160647328219095,4.117433427324757,19.26539978072497,-5.125188792687769,47.18280426949892,-2.195310192088451,0.4928571428571429,2021-04-08,Capital Goods,IS 2021-23,False,False,False,False
NHPC,-5.263852508329425,-7.396249398034183,-13.906479300458162,-23.24470623610111,-61.52818842373118,-7.3563196309548,,-6.3339731285989025,0.9155722326454029,31.406538297318953,-748.8096245348025,9.863271711466925,-4.112460317460318,0.7447047356709021,14.290423136263348,-28.196902436721512,18.22492156365337,7.8745799026830205,49.78607029847374,-0.8969833825169138,0.3357142857142857,2021-04-08,Power,IS 2021-23,False,False,False,False
NLCINDIA,-9.03600395020322,-19.561019045730443,-35.383562621929286,-31.588365710451917,-67.67958009428472,-25.803575789269708,,-10.347985347985345,0.8185618729096994,32.0026148550127,-1973.8868571410317,-3.039936651137465,-1.6340476190476068,0.8722371331021264,14.290423136263348,-49.673985758192636,17.57836994154307,-8.083324040133167,38.14547621819379,16.752759580359132,0.09285714285714286,2021-04-08,Power,IS 2021-23,False,False,False,False
NTPC,-3.424997907173588,0.998725945161949,-6.7050215167677285,-27.57011324604173,-55.05989746486619,-2.2693743951744505,-436.63994155495106,-6.333630686886682,0.9154315605928511,32.12989262489256,-340.39843867533796,10.659715182913509,1.661269841269835,0.7348913138361508,14.290423136263348,-20.995444653031075,16.90817959256024,-8.312118963850569,47.39316007046975,4.326279693205071,0.36428571428571427,2021-04-08,Power,IS 2021-23,False,False,False,False
ORIENTCEM,1.2258683363541412,11.812720594077675,42.05305220039257,9.36721962409126,55.06415112102396,39.93975673257839,8.707060565684126,-2.1779425393883223,0.9258771929824563,48.75643682325201,1499.885315241012,37.318506714818646,-5.069999999999993,0.9229130406012326,35.78122175958565,6.271830440806925,20.72553901837762,14.668505029689337,60.8309987527335,28.090327425040673,0.6857142857142857,2021-04-08,Cement,IS 2021-23,False,False,False,False
POLYCAB,3.72632011342533,15.799146361453541,35.90569540533117,23.510989195441056,2.5247301982891823,29.876173584645116,6.335642634801754,-3.0150927720852816,0.9698490722791472,31.298331729074096,1773.5114827068348,36.03240122697768,1.2448412698412739,0.7940876599088498,21.160647328219095,14.745048077112077,33.675576300113576,-14.171751329427547,60.995554793503636,31.062169637575533,0.7642857142857142,2021-04-08,Capital Goods,IS 2021-23,False,False,False,False
POWERGRID,-5.1289660708080165,4.586971498004688,-2.8720242131661466,-20.42340219316592,-49.67506348835813,4.095254344836485,-121.37933446355986,-10.836177474402742,0.8770457406630295,38.143308750969545,-144.28111292800622,10.8958090220743,-4.826984126984122,1.1821140526937182,14.290423136263348,-17.162447349429495,13.485642106859173,-6.032257961544417,42.171354251075684,2.3032676175614997,0.3214285714285714,2021-04-08,Power,IS 2021-23,False,False,False,False
POWERINDIA,5.803419873925808,8.229720554707365,22.941484485138663,34.085067011088064,4.78634183676403,14.452885307762099,67.2853128894367,-2.1868852459016375,0.8991259795057263,40.88015472991675,810.3480452651877,35.35690960684925,-0.2788888888888934,0.9298118524822788,21.160647328219095,1.780837156919568,17.615376019951196,13.861186989537192,66.35903863190879,21.040037069584507,0.4857142857142857,2021-04-08,Capital Goods,IS 2021-23,True,False,False,False
PRAJIND,17.683492272792158,54.88950079876809,126.53584529422008,151.24349892740318,175.75231354061464,87.70723688489375,10.894080940442311,-3.665048543689331,0.9633495145631067,60.53891343885655,3785.573146817223,96.74050880171565,0.20111111111111057,1.5700507659809537,21.160647328219095,105.37519796600098,39.253611497555596,16.270455039409406,65.58849937830433,74.77626709557357,0.8642857142857143,2021-04-08,Capital Goods,IS 2021-23,False,True,False,False
PRSMJOHNSN,18.567506213659833,47.90106366478262,101.49605846640088,112.62702349880232,287.6262558397371,64.95637495494424,28.875993233639786,-1.147776183644189,0.9885222381635581,47.11739933952735,3855.1742823446993,76.55143426614612,2.930952380952384,1.3389442354426833,35.78122175958565,65.71483670681523,29.46868910162232,19.36729771744111,71.39267236672958,-11.782919283918435,0.9642857142857143,2021-04-08,Cement,IS 2021-23,False,True,True,True
PTC,16.74454250592934,39.97848201290881,55.17138462982398,36.170666837254714,37.83600738907684,28.35439989454902,14.080261649053078,-1.3935340022296683,0.9860646599777033,41.042003701660384,2353.013923420782,50.630363106255906,-7.6207142857142856,1.3832455996997175,14.290423136263348,40.88096149356063,47.515993101218506,25.187931880203273,70.34577737127047,6.1550234009765115,0.8785714285714286,2021-04-08,Power,IS 2021-23,False,True,True,True
RAMCOCEM,5.617200674176748,27.81655719532976,11.233684790948795,20.181356318866705,29.955992323923518,3.6277270592225186,26.644198704047533,-0.9285051067780881,0.9907149489322191,34.8384953747711,564.696348692566,32.31403107477444,-0.5955555555555598,0.6842194169854392,35.78122175958565,-24.54753696863685,19.479828229347444,8.995549526112196,67.52757068292517,-5.732050292959956,0.7071428571428572,2021-04-08,Cement,IS 2021-23,False,False,False,True
RPOWER,4.234185087208786,22.364127153099922,43.51667549393498,-22.672515093785183,185.36980766905242,36.3890972313194,9.642537316257581,-12.499999999999979,0.8750000000000002,62.16049705123594,985.0650676531632,36.82749275864878,,2.016839913318607,14.290423136263348,29.22625235767164,29.006456151205878,15.869071624321553,58.39811663128428,179.89090554354516,0.5571428571428572,2021-04-08,Power,IS 2021-23,False,True,False,False
RTNPOWER,-1.7452719927618765,-21.508614402281033,-13.54656154356415,-25.927505635402028,13.00827806961884,-11.44424650113196,,-3.3898305084745672,0.6244382022471923,64.1780950347909,-282.80056660116327,7.070867620816101,-1.334126984126982,0.2790273958228333,14.290423136263348,-27.8369846798275,13.73228817263802,5.967779432739352,55.589102495627316,160.55685613430828,0.1,2021-04-08,Power,IS 2021-23,False,False,False,False
SHREECEM,13.387259897035332,25.586623350908468,25.5733161408358,-2.9067078208443453,5.952045701473896,6.9957854683760035,41.23230760676988,-1.4520406889665383,0.9854795931103346,38.965631411091884,1221.5458751499448,34.1345355102914,6.374920634920635,1.0808150168372197,35.78122175958565,-10.207905618749846,22.031610695303794,23.96830299794793,74.11461324114795,-20.782365175326934,0.7571428571428571,2021-04-08,Cement,IS 2021-23,False,False,True,True
SIEMENS,-3.1947773095186927,7.585104724916603,12.331117026027915,15.40391110235413,-15.69315682275576,17.082811582015765,-21.49172121666443,-6.428662177614008,0.9357133782238599,33.17267468558594,615.871877218873,27.00575283782296,2.9016666666666673,0.6847798491390371,21.160647328219095,-8.82953030219118,20.28219642995958,-1.598802228807159,51.089455403274,0.8744321517446085,0.5428571428571429,2021-04-08,Capital Goods,IS 2021-23,False,False,False,False
SJVN,-9.045075129867374,-10.474291851610406,-19.995484644364247,-30.422317966005142,-68.0345711892903,-8.878584792781474,,-11.785714285714288,0.860627177700348,31.770395858198007,-1121.890625103599,2.5132020858753323,-1.1077777777777769,0.8806895661732064,14.290423136263348,-34.285907780627596,19.355447458765962,-1.944506007471599,37.34195755960274,6.508273138356491,0.20714285714285713,2021-04-08,Power,IS 2021-23,False,False,False,False
STARCEMENT,-0.6019665883488678,-10.422192578814082,-11.448391338992646,-26.4085835028228,-39.614191445020474,-10.717470276181151,,-1.202501202501205,0.916964285714286,30.749074551494083,-519.5396918425089,11.496125216219966,-4.771825396825399,0.571972760415048,35.78122175958565,-47.22961309857829,16.14771417421074,6.958272963436627,60.99097852309856,0.071538653653902,0.36428571428571427,2021-04-08,Cement,IS 2021-23,False,False,False,True
SUPREMEIND,-5.098613524281026,6.76401034790266,12.41893960751639,30.613332352433265,50.0808845518927,20.160701379379308,-15.625403841337318,-5.62223174739247,0.9290436005625877,27.955963995622774,598.9767159980299,26.436039213073737,3.9308730158730114,0.7605005352671708,21.160647328219095,-8.741707720702706,25.021418128460656,5.694439480069256,46.98072002198217,1.4235182858640893,0.5428571428571429,2021-04-08,Capital Goods,IS 2021-23,False,True,False,False
SUZLON,-9.931043971637333,-38.55603038359904,27.930979827593937,-51.299950603955736,54.109468545808866,45.52827122936422,,-13.793103448275879,0.5917159763313609,54.333779393653245,789.1643819046161,6.42629747538308,,1.2706627107766324,21.160647328219095,6.770332499374843,32.72901060071537,-14.526922591372195,38.088753064427706,62.13580350272914,0.3214285714285714,2021-04-08,Capital Goods,IS 2021-23,False,False,False,False
TATAPOWER,-2.25681175152711,22.74516292181934,60.66363715278567,62.10039409179995,143.01092962224504,65.09254853044297,-2.720725156208056,-8.340611353711779,0.9165938864628822,42.90142815413235,2376.405463104689,51.494960278453725,-4.222460317460325,1.9303351609346844,14.290423136263348,46.37321401652232,20.272548859796448,-0.48730922528487497,55.86385243695239,10.716079824786974,0.6857142857142857,2021-04-08,Power,IS 2021-23,False,False,False,False
TDPOWERSYS,0.3279614635026684,4.75478690106137,8.644302535650628,-7.066855876290901,-7.859521964705807,8.183600791447976,46.206234589102586,-2.467612584824186,0.9197207678883071,43.737614180897495,304.8295616460733,23.426607246439634,1.6534920634920596,0.4128939470822761,21.160647328219095,-12.516344792568468,25.181342585085847,1.4985702263926406,56.48247027768682,20.314171624171017,0.4785714285714286,2021-04-08,Capital Goods,IS 2021-23,False,True,False,False
THERMAX,-3.2299394539545334,34.548025395228834,56.12287862415857,30.56090962465836,-2.7089510013865503,62.380422892734224,-10.793555225668818,-7.885219052818327,0.9211478094718167,52.38918165778469,2100.7875605951003,46.649227407005945,-5.451190476190476,1.0412971724012938,21.160647328219095,34.962231295939475,42.95185030528766,16.31864682623297,53.746163093069256,-1.3597700795210388,0.7,2021-04-08,Capital Goods,IS 2021-23,False,True,False,False
TIMKEN,8.202524224977559,-2.6121631334887985,-7.514572494924687,-0.6598499626216947,-13.191745857325099,-16.930213980368936,,-0.4891304347826142,0.9470689655172413,39.7418762284047,-328.0255842416139,19.33292075304429,6.317857142857136,0.8349329512856248,21.160647328219095,-28.675219823143784,14.39038213074905,10.63465175504445,66.50878651554581,4.537041441924261,0.45,2021-04-08,Capital Goods,IS 2021-23,False,False,False,True
TORNTPOWER,4.674690495328737,25.221469385611385,3.9362993486146136,-16.459137382919508,-35.905447191126626,-2.123515033786094,-2.6523547159908194,-2.7506042122223406,0.9724939578777766,34.97847068454793,195.31109471590054,25.04748697902508,4.409444444444446,0.9726337172624748,14.290423136263348,-10.354123787648733,44.91151772245383,13.597005211359175,60.163523765954785,4.60917628379407,0.5928571428571429,2021-04-08,Power,IS 2021-23,False,True,False,False
TRITURBINE,-9.855733972321989,17.61626612120981,10.547538619607666,-14.897841640901133,-7.268219130053666,26.100686431237886,-20.752783591794856,-10.075791350869412,0.8524936601859675,53.145862492741614,377.9928394749034,25.118481708979743,-8.697301587301588,0.883679655753627,21.160647328219095,-10.61310870861143,21.327649402195505,1.5348103372815665,46.68946401325945,14.148693934062639,0.3142857142857143,2021-04-08,Capital Goods,IS 2021-23,False,False,False,False
ULTRACEMCO,2.3421979500782397,23.93518155837846,40.163052234836336,38.48928255973936,36.11237484746752,36.22087319673633,-2.248192105439605,-1.1569790935579194,0.9884302090644208,33.88061454991899,2133.42394171006,40.95758829284626,2.7494444444444426,0.8517164284751156,35.78122175958565,4.381830475250692,19.76192254708256,11.467610169911032,62.036226779128604,-8.892706448858023,0.8500000000000001,2021-04-08,Cement,IS 2021-23,False,False,False,True
USHAMART,16.692746958102568,2.8457095952610922,25.090684421049048,50.42318436601987,62.33962470475589,2.652430208168721,740.505941945613,-3.0588235294117694,0.9694117647058823,66.39259464136006,649.2728216791511,50.21451276249793,-16.24809523809524,2.4400676705140585,21.160647328219095,3.930037092829952,25.30333363395292,21.94282433695826,74.68555884213679,25.14551224059303,0.6714285714285715,2021-04-08,Capital Goods,IS 2021-23,True,True,True,False
VOLTAMP,-6.945166796634606,-21.31140613546989,-22.0841758929045,-43.98122499856312,-60.628431126101965,-13.895088799925958,,-7.561702127659531,0.8015867158671591,30.982424026282747,-1102.0098868054015,-2.9549997953426055,0.3958730158730148,0.8242676089293807,21.160647328219095,-43.244823221123596,20.482364039269452,-0.9105585532169371,47.5327309420265,29.115042097766477,0.12142857142857141,2021-04-08,Capital Goods,IS 2021-23,False,False,False,False
WELCORP,16.58877891594941,8.934000111357566,-1.3745368847772443,43.68676697611817,64.39389670767576,-19.923242075025847,145.26376033598618,-6.577750833585927,0.9342224916641407,41.7065028956734,-46.75521453766247,33.74617974607443,-2.12007936507937,1.2898694392736783,21.160647328219095,-22.53518421299634,23.444597470117085,24.9995186140467,68.77999514340958,-17.37101025457155,0.4714285714285714,2021-04-08,Capital Goods,IS 2021-23,True,False,False,False
ABB,-2.7680372165453715,-12.729296461854178,27.860538557846937,15.154170191282624,-6.369543538477629,32.07134163148731,,-4.692776327241099,0.8372171253822631,27.262268003524692,1217.2841452848456,18.23333030362626,5.624206349206354,1.0071858540230227,38.57909955366154,-10.718560995814608,9.588243702880243,1.374865272430565,44.7485084387217,10.713451849753874,0.3886317907444668,2021-05-11,Capital Goods,IS 2021-23,False,False,False,False
ACC,-4.420324268878328,6.304625126235819,-14.842951463723342,-3.149512973932911,-1.5707443811471933,-9.468069778333144,6.928394940222226,-3.537878787878801,0.9441876560298589,29.33256559012385,-820.1583380607045,16.888736296586913,-2.8608730158730147,0.8412332806522256,17.554568942998877,-32.39752040672222,24.60497305918288,6.875762993922054,56.79333538684153,10.370875067274277,0.39205231388329975,2021-05-11,Cement,IS 2021-23,False,False,False,False
ADANIGREEN,-8.313924823594586,-2.9055364066764233,-3.048826685388084,169.22016018599743,334.1012642866908,8.33056984930347,,-6.101916376306605,0.8044402985074632,40.90717484224851,-114.39366464838872,20.84217355220961,-5.3795238095238105,0.2643588713348631,30.860954095783335,-33.90978078117142,27.86944705423111,-9.915750559272226,47.13484248011406,-25.62036537767618,0.19104627766599597,2021-05-11,Power,IS 2021-23,False,False,False,False
ADANIPOWER,0.8405831604821223,83.01459476999389,142.35026099471344,139.82435596398963,153.7372140293482,138.97997267470475,9.320676455792572,-1.980198019801982,0.9107635694572218,56.42718290076635,3656.7260972462695,83.90661068302467,-4.124761904761904,1.2247824643416216,30.860954095783335,111.48930689893011,26.75713456478109,12.392766012168341,64.74898905929408,-23.17426374724324,0.7429577464788732,2021-05-11,Power,IS 2021-23,False,True,False,True
AIAENG,-6.616556087599301,-12.595700519599873,-23.753732864247866,-30.0288648224154,-53.635431817585214,-16.13364780252291,,-6.276533543483287,0.8251566696508508,25.255237442453677,-1120.0684653413737,-1.654780081244156,-6.534841269841287,0.4098585724408919,38.57909955366154,-62.332832417909415,10.372175780280244,-2.4089249729143845,44.10691149121591,-3.0562396306295536,0.0925553319919517,2021-05-11,Capital Goods,IS 2021-23,False,False,False,False
