symbol,company_name,source_index,business_focus_note,market_cap,pass_market_cap,roce,pass_roce,opm,pass_opm,operating_cash_flow,pass_operating_cash_flow,debt_to_equity,pass_debt_to_equity,pledged_pct,pass_pledged_pct,fundamentals_passed_count,fundamentals_failed,fundamentals_status,fundamentals_as_of,pledged_as_of,current_price,latest_rsi,latest_adx,plus_di,minus_di,trend_direction,rs_score_vs_nifty500,nearest_support,nearest_resistance,technically_attractive,price_sessions,rs_score_vs_nifty500_prev_avg,rs_momentum_vs_nifty500,rs_last_10d,recent_10day_contribution_pct,rs_6m_skip1m,rs_score_vs_sector_avg,sector_rank,rs_momentum_vs_sector,rrg_quadrant_vs_nifty500,rrg_quadrant_vs_sector,di_gap,thin_trend_flag,recent_spike_flag,fundamentals_clean,high_turnover_business_flag,hard_fundamentals_pass,soft_fundamental_fails,selection_eligible,full_standard_candidate
KSB,KSB,"Screener: Compressors, Pumps & Diesel Engines",,14255.55,True,24.7,True,12.72,True,92.58,True,0.0,True,0.0,True,6,,OK,2026-09-26,Screener 2026-09-26,819.1,52.76,11.39,17.44,17.07,Bullish (Uptrend),-11.66,816.9,823.05,False,247,-4.39,-7.85,3.37,,-12.27,-20.82,82,-5.38,LAGGING,LAGGING,0.37,True,False,True,False,True,,False,False
WAAREEENER,Waaree Energies,Screener: Other Electrical Equipment,,71769.01,True,38.45,True,21.14,True,1626.95,True,0.22,True,0.0,True,6,,OK,2026-09-26,Screener 2026-09-26,2495.0,40.06,29.12,11.42,20.24,Bearish (Downtrend),-11.83,2491.3,2653.0,False,247,-18.04,2.72,-0.56,,-28.03,-20.98,83,5.2,IMPROVING,IMPROVING,-8.82,False,False,True,False,True,,False,False
GVT&D,GE Vernova T&D,Screener: Heavy Electrical Equipment,,109589.4,True,77.44,True,26.17,True,1709.88,True,0.01,True,0.0,True,6,,OK,2026-09-26,Screener 2026-09-26,4280.0,45.96,10.7,24.22,25.4,Bearish (Downtrend),-11.92,4251.8,4344.0,False,247,-10.02,-4.71,-4.31,,11.39,-21.08,84,-2.23,LAGGING,LAGGING,-1.18,True,False,True,False,True,,False,False
POLYCAB,Polycab India,Screener: Cables - Electricals,,126713.13,True,33.21,True,13.74,True,3810.67,True,0.02,True,0.0,True,6,,OK,2026-09-26,Screener 2026-09-26,8408.5,43.01,24.55,16.57,24.31,Bearish (Downtrend),-12.29,8355.5,8455.0,False,247,-15.96,3.15,2.12,,19.32,-21.44,85,5.64,IMPROVING,IMPROVING,-7.74,False,False,True,False,True,,False,False
VIKRAMSOLR,Vikram Solar,Screener: Other Electrical Equipment,,5808.9,True,30.56,True,15.3,True,666.94,True,0.19,True,9.24,True,6,,OK,2026-09-26,Screener 2026-09-26,160.31,38.1,9.4,15.99,21.87,Bearish (Downtrend),-12.4,160.3,175.6,False,247,-23.93,10.71,-1.68,,-23.48,-21.56,86,13.2,IMPROVING,IMPROVING,-5.88,False,False,True,False,True,,False,False
KEI,KEI Industries,Screener: Cables - Electricals,,44678.94,True,20.05,True,11.07,True,839.95,True,0.04,True,0.0,True,6,,OK,2026-09-26,Screener 2026-09-26,4673.5,39.99,29.14,16.4,23.77,Bearish (Downtrend),-12.56,4666.0,4694.0,False,247,-13.39,-0.26,2.24,,24.82,-21.71,87,2.23,LAGGING,IMPROVING,-7.37,False,False,True,False,True,,False,False
JWL,Jupiter Wagons,Screener: Railway Wagons,,9689.77,True,9.14,True,11.49,True,9.45,True,0.33,True,0.0,True,6,,OK,2026-09-26,Screener 2026-09-26,226.73,32.06,17.78,12.36,24.12,Bearish (Downtrend),-14.02,225.65,251.92,False,247,-14.66,0.73,-4.62,,-16.29,-23.18,89,3.21,IMPROVING,IMPROVING,-11.76,False,False,True,False,True,,False,False
VESUVIUS,Vesuvius India,Screener: Electrodes & Refractories,,7897.2,True,21.34,True,16.7,True,177.46,True,0.01,True,0.0,True,6,,OK,2026-09-26,Screener 2026-09-26,389.1,32.01,20.65,14.65,26.57,Bearish (Downtrend),-14.61,387.6,438.0,False,247,-11.53,-2.92,-4.97,,-22.22,-23.76,90,-0.43,LAGGING,LAGGING,-11.92,False,False,True,False,True,,False,False
SCHNEIDER,Schneider Elect.,Screener: Heavy Electrical Equipment,,28919.15,True,29.65,True,11.49,True,224.5,True,0.92,True,0.0,True,6,,OK,2026-09-26,Screener 2026-09-26,1209.5,47.01,12.61,17.63,14.37,Bullish (Uptrend),-15.07,1185.0,1210.0,False,247,6.02,-16.95,2.74,,21.49,-24.22,92,-14.47,LAGGING,LAGGING,3.26,False,False,True,False,True,,True,False
WAAREERTL,Waaree Renewab.,Screener: Other Electrical Equipment,,8693.74,True,84.98,True,19.29,True,290.93,True,0.12,True,0.0,True,6,,OK,2026-09-26,Screener 2026-09-26,832.9,43.05,26.25,24.46,16.07,Bullish (Uptrend),-16.08,832.05,882.35,False,247,-14.53,-1.14,1.41,,-4.35,-25.23,93,1.34,LAGGING,IMPROVING,8.39,False,False,True,False,True,,True,False
TRITURBINE,Triveni Turbine,Screener: Heavy Electrical Equipment,,17617.93,True,34.12,True,18.95,True,110.95,True,0.02,True,0.0,True,6,,OK,2026-09-26,Screener 2026-09-26,554.2,43.6,15.97,13.4,19.47,Bearish (Downtrend),-17.65,552.5,554.3,False,247,-17.08,-1.72,0.33,,17.96,-26.81,94,0.76,LAGGING,IMPROVING,-6.07,False,False,True,False,True,,False,False
SHAKTIPUMP,Shakti Pumps,"Screener: Compressors, Pumps & Diesel Engines",,5761.45,True,23.64,True,12.3,True,124.05,True,0.3,True,0.0,True,6,,OK,2026-09-26,Screener 2026-09-26,466.9,41.51,15.79,21.65,23.17,Bearish (Downtrend),-19.1,465.0,515.5,False,247,-11.95,-4.75,-5.69,,-9.97,-28.25,95,-2.27,LAGGING,LAGGING,-1.52,True,False,True,False,True,,False,False
AIAENG,AIA Engineering,Screener: Castings & Forgings,,36575.99,True,21.12,True,27.65,True,591.5,True,0.0,True,0.0,True,6,,OK,2026-09-26,Screener 2026-09-26,3919.4,34.85,23.95,15.19,24.65,Bearish (Downtrend),-19.12,3886.0,3920.0,False,247,-8.6,-9.01,-3.26,,13.72,-28.27,96,-6.53,LAGGING,LAGGING,-9.46,False,False,True,False,True,,False,False
KIRLPNU,Kirl.Pneumatic,"Screener: Compressors, Pumps & Diesel Engines",,8990.26,True,30.3,True,20.77,True,227.65,True,0.0,True,0.0,True,6,,OK,2026-09-26,Screener 2026-09-26,691.95,36.66,21.68,14.82,25.34,Bearish (Downtrend),-25.66,676.55,755.0,False,247,-11.32,-15.1,-2.34,,25.89,-34.81,97,-12.61,LAGGING,LAGGING,-10.52,False,False,True,False,True,,False,False
SUZLON,Suzlon Energy,Screener: Heavy Electrical Equipment,,55634.99,True,34.15,True,17.32,True,1202.06,True,0.06,True,0.0,True,6,,OK,2026-09-26,Screener 2026-09-26,40.8,24.42,39.21,11.86,35.77,Bearish (Downtrend),-26.96,40.55,43.54,False,247,-20.44,-5.5,-6.21,,3.52,-36.11,98,-3.02,LAGGING,LAGGING,-23.91,False,False,True,False,True,,False,False
THERMAX,Thermax,Screener: Heavy Electrical Equipment,,41075.56,True,13.94,True,8.02,True,541.55,True,0.42,True,0.0,True,6,,OK,2026-09-26,Screener 2026-09-26,3447.2,28.14,53.17,6.14,29.08,Bearish (Downtrend),-31.01,3445.1,3586.0,False,247,-25.97,-1.19,-3.92,,13.96,-40.17,99,1.29,LAGGING,IMPROVING,-22.94,False,False,True,False,True,,False,False
KANOHAR,Kanohar Elect.,Screener: Heavy Electrical Equipment,,6830.26,True,54.32,True,27.64,True,25.84,True,0.1,True,0.0,True,6,,OK,2026-09-26,Screener 2026-09-26,862.55,,,0.0,0.0,N/A (Insufficient History),14.46,685.1,904.6,False,8,,,14.46,100.0,,,,,,,0.0,True,True,True,False,True,,False,False
KARAMTARA,Karamtara Engg.,Screener: Heavy Electrical Equipment,,11543.78,True,23.41,True,11.6,True,675.15,True,0.91,True,0.0,True,6,,OK,2026-09-26,Screener 2026-09-26,358.7,,,0.0,0.0,N/A (Insufficient History),2.13,320.0,382.15,False,7,,,2.13,100.0,,,,,,,0.0,True,True,True,False,True,,False,False
LCL,Lohia Corp,Screener: Industrial Products,,6283.01,True,43.77,True,18.67,True,325.16,True,0.34,True,0.0,True,6,,OK,2026-09-26,Screener 2026-09-26,594.7,62.65,20.97,27.13,12.69,Bullish (Uptrend),23.45,531.4,598.0,True,41,,,7.48,31.9,,,,,,,14.44,False,False,True,False,True,,False,False
MANINDS,Man Industries,Screener: Iron & Steel Products,,7653.6,True,16.21,True,13.73,True,514.91,True,0.3,True,20.05,False,5,Pledged percentage < 15%,OK,2026-09-26,Screener 2026-09-26,1020.35,75.05,56.08,42.9,9.55,Bullish (Uptrend),79.36,737.45,1039.7,True,247,53.53,7.81,17.94,22.6,94.53,70.21,3,10.29,LEADING,LEADING,33.35,False,False,False,False,False,,False,False
SETL,Standard Engineering Technology,Screener: Industrial Products,,8030.54,True,14.68,True,15.2,True,45.33,True,0.1,True,21.38,False,5,Pledged percentage < 15%,OK,2026-09-26,Screener 2026-09-26,402.55,56.85,39.4,27.12,18.03,Bullish (Uptrend),74.17,351.1,410.7,True,171,163.02,-73.69,-8.2,-11.1,185.13,65.02,4,-71.21,WEAKENING,WEAKENING,9.09,False,False,False,False,False,,False,False
AZAD,Azad Engineering,Screener: Heavy Electrical Equipment,,17617.9,True,11.92,True,37.66,True,-118.97,False,0.31,True,0.0,True,5,Cash from operations last year > 0 (Rs Cr),OK,2026-09-26,Screener 2026-09-26,2728.0,50.71,18.19,20.54,19.47,Bullish (Uptrend),39.22,2677.8,2735.0,True,247,26.29,10.0,-0.12,-0.3,92.76,30.07,11,12.49,LEADING,LEADING,1.07,True,False,False,False,True,Cash from operations last year > 0 (Rs Cr),False,False
UTLSOLAR,Fujiyama Power,Screener: Other Electrical Equipment,"KEPT: solar power equipment (panels, inverters, batteries), part of the power build-out.",12954.32,True,35.14,True,18.78,True,-2.89,False,0.41,True,0.0,True,5,Cash from operations last year > 0 (Rs Cr),OK,2026-09-26,Screener 2026-09-26,422.1,47.9,18.93,23.25,19.57,Bullish (Uptrend),38.88,410.2,424.8,True,211,35.79,4.48,-2.82,-7.3,117.96,29.73,12,6.97,LEADING,LEADING,3.68,False,False,False,False,True,Cash from operations last year > 0 (Rs Cr),False,False
JYOTICNC,Jyoti CNC Auto.,Screener: Industrial Products,,24222.83,True,21.32,True,24.43,True,54.39,True,0.43,True,20.92,False,5,Pledged percentage < 15%,OK,2026-09-26,Screener 2026-09-26,1065.1,59.87,33.02,31.21,15.85,Bullish (Uptrend),37.33,928.6,1134.6,True,247,55.23,-10.29,7.62,20.4,26.17,28.17,13,-7.81,WEAKENING,WEAKENING,15.36,False,False,False,False,False,,False,False
PTCIL,PTC Industries,Screener: Castings & Forgings,,32698.75,True,8.59,True,24.65,True,-68.66,False,0.17,True,0.07,True,5,Cash from operations last year > 0 (Rs Cr),OK,2026-09-26,Screener 2026-09-26,21810.0,49.52,41.86,25.59,19.4,Bullish (Uptrend),28.58,20622.0,22215.0,True,247,22.65,5.08,-1.05,-3.7,9.49,19.42,16,7.56,LEADING,LEADING,6.19,False,False,False,False,True,Cash from operations last year > 0 (Rs Cr),True,False
APLAPOLLO,APL Apollo Tubes,Screener: Iron & Steel Products,,61493.01,True,31.75,True,7.98,False,2103.19,True,0.09,True,0.0,True,5,OPM > 8%,OK,2026-09-26,Screener 2026-09-26,2214.7,57.13,28.58,23.77,18.16,Bullish (Uptrend),25.62,2107.6,2235.2,True,247,19.37,2.69,2.43,9.5,-0.01,16.47,19,5.18,LEADING,LEADING,5.61,False,False,False,True,True,OPM > 8%,True,False
TEGA,Tega Inds.,Screener: Industrial Products,,15713.71,True,8.14,True,7.55,False,350.34,True,0.12,True,0.0,True,5,OPM > 8%,OK,2026-09-26,Screener 2026-09-26,2091.6,72.93,32.18,35.77,10.3,Bullish (Uptrend),24.41,1868.4,2149.0,True,247,-9.98,31.87,23.01,94.3,-9.81,15.25,21,34.35,LEADING,LEADING,25.47,False,True,False,False,True,OPM > 8%,True,False
GREAVESCOT,Greaves Cotton,"Screener: Compressors, Pumps & Diesel Engines","KEPT (borderline): engines, gensets and farm equipment are most of revenue; it also owns an electric two-wheeler business (Greaves Electric Mobility). Verify the segment split.",5469.23,True,10.11,True,6.51,False,32.58,True,0.28,True,0.0,True,5,OPM > 8%,OK,2026-09-26,Screener 2026-09-26,234.78,76.95,20.38,40.65,12.19,Bullish (Uptrend),13.76,216.8,235.64,True,247,1.77,0.26,22.79,165.6,38.81,4.6,33,2.74,LEADING,LEADING,28.46,False,True,False,False,True,OPM > 8%,True,False
KRN,KRN Heat Exchan,Screener: Other Industrial Products,,9045.05,True,16.06,True,19.53,True,-113.8,False,0.33,True,0.0,True,5,Cash from operations last year > 0 (Rs Cr),OK,2026-09-26,Screener 2026-09-26,1381.8,41.02,27.71,17.7,20.67,Bearish (Downtrend),12.22,1371.8,1398.4,False,247,27.92,-9.91,-11.28,-92.3,64.29,3.07,37,-7.42,WEAKENING,WEAKENING,-2.97,False,False,False,False,True,Cash from operations last year > 0 (Rs Cr),False,False
SIEMENS,Siemens,Screener: Heavy Electrical Equipment,,138067.92,True,21.44,True,10.55,True,-535.4,False,0.02,True,0.0,True,5,Cash from operations last year > 0 (Rs Cr),OK,2026-09-26,Screener 2026-09-26,3877.0,48.13,15.94,18.26,18.95,Bearish (Downtrend),10.23,3875.3,3885.0,False,247,6.75,1.05,-0.44,-4.3,21.28,1.08,39,3.53,LEADING,LEADING,-0.69,True,False,False,False,True,Cash from operations last year > 0 (Rs Cr),False,False
OMNI,Omnitech Engg.,Screener: Industrial Products,,6603.15,True,17.55,True,33.96,True,-1.98,False,0.64,True,0.0,True,5,Cash from operations last year > 0 (Rs Cr),OK,2026-09-26,Screener 2026-09-26,533.95,44.28,24.81,20.86,15.88,Bullish (Uptrend),8.64,531.35,538.75,True,139,7.74,4.81,-3.7,-42.8,145.44,-0.51,45,7.29,LEADING,IMPROVING,4.98,False,False,False,False,True,Cash from operations last year > 0 (Rs Cr),False,False
RHIM,RHI Magnesita,Screener: Electrodes & Refractories,,7980.25,True,6.46,False,11.72,True,409.1,True,0.13,True,0.0,True,5,ROCE > 8%,OK,2026-09-26,Screener 2026-09-26,386.45,57.51,16.32,26.69,15.99,Bullish (Uptrend),5.34,383.3,387.55,True,247,-2.52,4.41,3.57,66.9,-5.2,-3.81,48,6.89,LEADING,IMPROVING,10.7,False,True,False,False,True,ROCE > 8%,True,False
BANSALWIRE,Bansal Wire Inds,Screener: Iron & Steel Products,,5031.71,True,13.79,True,6.71,False,333.08,True,0.39,True,0.0,True,5,OPM > 8%,OK,2026-09-26,Screener 2026-09-26,321.4,55.3,15.78,17.72,14.65,Bullish (Uptrend),-1.99,312.2,326.0,False,247,2.05,-0.41,4.73,,22.81,-11.14,58,2.07,LAGGING,IMPROVING,3.07,False,False,False,False,True,OPM > 8%,True,False
GENUSPOWER,Genus Power,Screener: Other Electrical Equipment,,9300.7,True,25.27,True,18.81,True,-218.55,False,1.04,True,4.52,True,5,Cash from operations last year > 0 (Rs Cr),OK,2026-09-26,Screener 2026-09-26,305.7,39.58,19.26,21.23,22.33,Bearish (Downtrend),-2.28,304.46,305.91,False,247,4.42,-10.51,-4.75,,34.39,-11.43,60,-8.02,LAGGING,LAGGING,-1.1,True,False,False,False,True,Cash from operations last year > 0 (Rs Cr),False,False
SAATVIKGL,Saatvik Green,Screener: Other Electrical Equipment,,5433.1,True,32.92,True,9.68,True,-26.72,False,0.69,True,0.0,True,5,Cash from operations last year > 0 (Rs Cr),OK,2026-09-26,Screener 2026-09-26,427.45,52.1,17.33,30.58,22.01,Bullish (Uptrend),-5.83,427.25,427.5,False,247,-14.5,9.17,7.84,,3.99,-14.99,66,11.65,IMPROVING,IMPROVING,8.57,False,False,False,False,True,Cash from operations last year > 0 (Rs Cr),True,False
INOXWIND,Inox Wind,Screener: Heavy Electrical Equipment,,12918.58,True,10.62,True,19.64,True,-598.12,False,0.25,True,8.08,True,5,Cash from operations last year > 0 (Rs Cr),OK,2026-09-26,Screener 2026-09-26,74.75,48.57,14.49,22.5,25.94,Bearish (Downtrend),-13.51,73.81,77.85,False,247,-13.72,-0.98,-0.15,,-17.88,-22.66,88,1.5,LAGGING,IMPROVING,-3.44,False,False,False,False,True,Cash from operations last year > 0 (Rs Cr),False,False
DIACABS,Diamond Power,Screener: Other Electrical Equipment,,21201.62,True,24.2,True,9.96,True,-12.15,False,,False,0.0,True,4,Cash from operations last year > 0 (Rs Cr); Debt to equity < 1.5 (missing),OK,2026-09-26,Screener 2026-09-26,354.5,50.36,29.39,21.46,16.86,Bullish (Uptrend),71.72,325.8,366.2,True,247,66.31,14.04,2.37,3.3,172.83,62.56,5,16.52,LEADING,LEADING,4.6,False,False,False,False,False,Cash from operations last year > 0 (Rs Cr),False,False
RAMRAT,Ram Ratna Wires,Screener: Other Electrical Equipment,,5320.9,True,23.58,True,5.04,False,-92.99,False,1.17,True,0.02,True,4,OPM > 8%; Cash from operations last year > 0 (Rs Cr),OK,2026-09-26,Screener 2026-09-26,570.0,61.42,25.23,29.8,16.7,Bullish (Uptrend),42.59,500.1,580.5,True,247,41.73,-5.68,7.71,18.1,61.46,33.43,10,-3.2,WEAKENING,WEAKENING,13.1,False,False,False,False,True,OPM > 8%; Cash from operations last year > 0 (Rs Cr),True,False
GRAPHITE,Graphite India,Screener: Electrodes & Refractories,,16034.48,True,4.58,False,2.97,False,82.54,True,0.06,True,0.0,True,4,ROCE > 8%; OPM > 8%,OK,2026-09-26,Screener 2026-09-26,820.7,61.34,39.9,28.71,10.85,Bullish (Uptrend),35.27,702.5,874.35,True,247,15.49,17.76,1.02,2.9,8.24,26.11,14,20.24,LEADING,LEADING,17.86,False,False,False,False,True,ROCE > 8%; OPM > 8%,True,False
KSHINTL,KSH Internationa,Screener: Cables - Electricals,,7016.1,True,21.46,True,6.09,False,-64.97,False,0.4,True,0.0,True,4,OPM > 8%; Cash from operations last year > 0 (Rs Cr),OK,2026-09-26,Screener 2026-09-26,1035.5,50.62,22.25,21.99,20.68,Bullish (Uptrend),22.34,931.25,1045.5,True,188,37.74,-14.37,-10.3,-46.1,104.03,13.19,24,-11.89,WEAKENING,WEAKENING,1.31,True,False,False,False,True,OPM > 8%; Cash from operations last year > 0 (Rs Cr),False,False
BEML,BEML Ltd,Screener: Construction Vehicles,,16961.8,True,7.66,False,7.72,False,118.23,True,0.11,True,0.0,True,4,ROCE > 8%; OPM > 8%,OK,2026-09-26,Screener 2026-09-26,2036.5,53.04,25.75,24.28,21.56,Bullish (Uptrend),20.87,2033.0,2037.1,True,247,14.8,5.75,1.89,9.1,24.49,11.72,25,8.23,LEADING,LEADING,2.72,False,False,False,False,True,ROCE > 8%; OPM > 8%,True,False
LLOYDSENGG,Lloyds Engineeri,Screener: Industrial Products,,15287.04,True,16.1,True,14.2,True,-252.9,False,0.06,True,20.31,False,4,Cash from operations last year > 0 (Rs Cr); Pledged percentage < 15%,OK,2026-09-26,Screener 2026-09-26,98.56,71.02,27.93,33.56,13.75,Bullish (Uptrend),14.87,86.25,99.65,True,247,14.42,-9.14,23.88,160.6,117.69,5.71,30,-6.66,WEAKENING,WEAKENING,19.81,False,True,False,False,False,Cash from operations last year > 0 (Rs Cr),False,False
LMW,LMW,Screener: Industrial Products,,18303.18,True,5.58,False,6.49,False,177.41,True,0.0,True,0.0,True,4,ROCE > 8%; OPM > 8%,OK,2026-09-26,Screener 2026-09-26,17133.0,39.83,25.65,16.86,21.92,Bearish (Downtrend),8.99,17100.0,17699.0,False,247,13.59,-6.15,-1.21,-13.5,38.32,-0.17,42,-3.66,WEAKENING,LAGGING,-5.06,False,False,False,False,True,ROCE > 8%; OPM > 8%,False,False
PRAJIND,Praj Industries,Screener: Industrial Products,,5806.66,True,6.12,False,4.64,False,200.09,True,0.13,True,0.0,True,4,ROCE > 8%; OPM > 8%,OK,2026-09-26,Screener 2026-09-26,315.9,40.2,22.55,14.86,22.85,Bearish (Downtrend),-7.08,315.15,323.45,False,247,-6.61,-0.29,-1.83,,-1.71,-16.23,70,2.19,LAGGING,IMPROVING,-7.99,False,False,False,False,True,ROCE > 8%; OPM > 8%,False,False
TARIL,T R I L,Screener: Heavy Electrical Equipment,,8334.1,True,23.31,True,15.22,True,-105.38,False,0.3,True,21.84,False,4,Cash from operations last year > 0 (Rs Cr); Pledged percentage < 15%,OK,2026-09-26,Screener 2026-09-26,277.65,38.02,15.05,19.01,24.15,Bearish (Downtrend),-14.85,276.6,292.3,False,247,-7.97,-7.97,-2.72,,-1.17,-24.0,91,-5.49,LAGGING,LAGGING,-5.14,False,False,False,False,False,Cash from operations last year > 0 (Rs Cr),False,False
