sector,symbol,company_name,fundamentals_passed_count,criteria_total,fundamentals_clean,fundamentals_failed,technically_attractive,rs_score_vs_nifty500,rs_last_10d,recent_10day_contribution_pct,recent_spike_flag,trend_direction,latest_adx,latest_rsi,rs_score_vs_sector_avg,sector_rank,sector_size,next_results_date,results_date_status,results_within_30_days,prior_year_sep_qtr_results_date,clean_candidate,source_index,business_focus_note,market_cap,pass_market_cap,roce,pass_roce,opm,pass_opm,operating_cash_flow,pass_operating_cash_flow,debt_to_equity,pass_debt_to_equity,pledged_pct,pass_pledged_pct,fundamentals_status,fundamentals_as_of,pledged_as_of,current_price,plus_di,minus_di,nearest_support,nearest_resistance,price_sessions,rs_score_vs_nifty500_prev_avg,rs_momentum_vs_nifty500,rs_6m_skip1m,rs_momentum_vs_sector,rrg_quadrant_vs_nifty500,rrg_quadrant_vs_sector,di_gap,thin_trend_flag,high_turnover_business_flag,hard_fundamentals_pass,soft_fundamental_fails,selection_eligible,full_standard_candidate,interest_coverage,pass_interest_coverage
Capital Goods,APLAPOLLO,APL Apollo Tubes Ltd.,5,6,False,OPM > 8%,True,25.62,2.43,9.5,False,Bullish (Uptrend),28.58,57.13,23.9,5,54,,not announced,,2025-10-29,False,Nifty Capital Goods,,61493.0,True,31.8,True,7.98,False,2103.0,True,0.09,True,0.0,True,OK,2026-09-26,30-Jun-2026,2214.7,23.77,18.16,2107.6,2235.2,247,19.37,2.69,-0.01,5.46,LEADING,LEADING,5.61,False,True,True,OPM > 8%,True,False,,
Capital Goods,KAYNES,Kaynes Technology India Ltd.,5,6,False,Cash from operations last year > 0 (Rs Cr),True,17.57,5.84,33.2,False,Bullish (Uptrend),17.48,53.28,15.85,9,54,,not announced,,2025-11-04,False,Nifty Capital Goods,,24536.0,True,12.7,True,15.62,True,-600.0,False,0.19,True,0.0,True,OK,2026-09-26,,3650.0,24.65,21.96,3635.0,3685.0,247,13.81,-2.31,4.24,0.45,WEAKENING,LEADING,2.69,False,False,True,Cash from operations last year > 0 (Rs Cr),True,False,,
Capital Goods,SIEMENS,Siemens Ltd.,5,6,False,Cash from operations last year > 0 (Rs Cr),False,10.23,-0.44,-4.3,False,Bearish (Downtrend),15.94,48.13,8.51,13,54,,not announced,,2025-11-14,False,Nifty Capital Goods,,138068.0,True,21.4,True,10.55,True,-535.0,False,0.02,True,0.0,True,OK,2026-09-26,30-Jun-2026,3877.0,18.26,18.95,3875.3,3885.0,247,6.75,1.05,21.28,3.81,LEADING,LEADING,-0.69,True,False,True,Cash from operations last year > 0 (Rs Cr),False,False,,
Cement,DALBHARAT,Dalmia Bharat Ltd.,5,6,False,ROCE > 8%,False,1.71,-1.06,-62.0,False,Bearish (Downtrend),19.69,39.23,6.52,3,16,,not announced,,2025-10-17,False,Nifty Cement,,31890.0,True,7.59,False,19.96,True,2278.0,True,0.41,True,0.0,True,OK,2026-09-26,30-Jun-2026,1700.2,17.35,25.27,1685.1,1765.3,247,1.58,1.43,-5.31,1.04,LEADING,LEADING,-7.92,False,False,True,ROCE > 8%,False,False,,
Capital Goods,COCHINSHIP,Cochin Shipyard Ltd.,5,6,False,Cash from operations last year > 0 (Rs Cr),False,-1.82,-7.91,,False,Bearish (Downtrend),17.16,41.37,-3.54,27,54,,not announced,,2025-11-12,False,Nifty Capital Goods,,36226.0,True,16.2,True,15.12,True,-1234.0,False,0.28,True,0.0,True,OK,2026-09-26,,1377.0,23.19,31.38,1375.3,1455.7,247,4.22,-8.7,7.88,-5.93,LAGGING,LAGGING,-8.19,False,False,True,Cash from operations last year > 0 (Rs Cr),False,False,,
Power,TATAPOWER,Tata Power Co. Ltd.,5,5,True,,False,-3.19,1.66,,False,Bullish (Uptrend),22.8,49.53,4.58,4,21,,not announced,,2025-11-11,False,Nifty Power,,117429.0,True,10.5,True,,,5993.0,True,,,0.0,True,OK,2026-09-26,30-Jun-2026,367.5,23.29,14.87,365.15,372.35,247,-10.85,5.38,-19.94,1.13,IMPROVING,LEADING,8.42,False,,True,,True,False,2.26,True
Power,POWERGRID,Power Grid Corporation of India Ltd.,5,5,True,,False,-4.13,0.69,,False,Bullish (Uptrend),13.86,51.72,3.65,5,21,,not announced,,,False,Nifty Power,,250651.0,True,9.1,True,,,40935.0,True,,,0.0,True,OK,2026-09-26,30-Jun-2026,269.5,21.96,13.96,268.75,271.5,247,-10.42,4.71,-26.22,0.46,IMPROVING,LEADING,8.0,False,,True,,True,False,2.72,True
Cement,RAMCOCEM,The Ramco Cements Ltd.,5,6,False,ROCE > 8%,False,-4.96,1.27,,False,Bearish (Downtrend),13.15,42.96,-0.14,7,16,,not announced,,2025-11-05,False,Nifty Cement,,20500.0,True,6.13,False,14.58,True,1611.0,True,0.48,True,3.43,True,OK,2026-09-26,30-Jun-2026,867.55,15.31,19.55,866.0,899.5,247,-1.78,0.47,-5.56,0.08,IMPROVING,IMPROVING,-4.24,False,False,True,ROCE > 8%,False,False,,
Cement,ACC,ACC Ltd.,5,6,False,Cash from operations last year > 0 (Rs Cr),False,-5.55,0.09,,False,Bearish (Downtrend),16.01,38.51,-0.73,8,16,,not announced,,2025-10-31,False,Nifty Cement,,23218.0,True,11.2,True,10.33,True,-1364.0,False,0.02,True,0.0,True,OK,2026-09-26,30-Jun-2026,1236.4,21.95,23.45,1230.6,1314.0,247,-7.68,2.05,-13.87,1.66,IMPROVING,IMPROVING,-1.5,True,False,True,Cash from operations last year > 0 (Rs Cr),False,False,,
Power,NAVA,Nava Ltd.,5,5,True,,False,-6.24,0.28,,False,Bullish (Uptrend),16.4,45.86,1.54,7,21,,not announced,,2025-11-07,False,Nifty Power,,15623.0,True,12.8,True,,,2312.0,True,,,0.0,True,OK,2026-09-26,30-Jun-2026,551.45,21.88,14.01,550.1,565.0,247,-7.32,-0.37,-9.69,-4.61,LAGGING,WEAKENING,7.87,False,,True,,True,False,126.08,True
Power,NTPC,NTPC Ltd.,5,5,True,,False,-6.56,-0.99,,False,Bearish (Downtrend),27.98,40.62,1.22,8,21,,not announced,,2025-10-30,False,Nifty Power,,316693.0,True,8.92,True,,,50902.0,True,,,0.0,True,OK,2026-09-26,30-Jun-2026,326.6,9.79,22.34,324.7,329.95,247,-9.76,2.21,-24.16,-2.03,IMPROVING,WEAKENING,-12.55,False,,True,,False,False,2.79,True
Cement,ORIENTCEM,Orient Cement Ltd.,5,6,False,Cash from operations last year > 0 (Rs Cr),False,-6.97,-1.57,,False,Bearish (Downtrend),11.68,36.65,-2.15,9,16,,not announced,,2025-11-01,False,Nifty Cement,,2510.0,True,16.5,True,20.03,True,-39.0,False,0.03,True,0.0,True,OK,2026-09-26,30-Jun-2026,122.16,14.3,20.26,121.2,133.92,247,-7.39,0.68,-5.89,0.29,IMPROVING,IMPROVING,-5.96,False,False,True,Cash from operations last year > 0 (Rs Cr),False,False,,
Cement,AMBUJACEM,Ambuja Cements Ltd.,5,6,False,ROCE > 8%,False,-7.81,-1.46,,False,Bearish (Downtrend),26.5,36.05,-2.99,10,16,,not announced,,2025-11-03,False,Nifty Cement,,95367.0,True,5.61,False,15.47,True,5362.0,True,0.01,True,0.0,True,OK,2026-09-26,30-Jun-2026,383.8,13.65,28.09,380.1,413.5,247,-7.18,0.24,-7.98,-0.15,IMPROVING,LAGGING,-14.44,False,False,True,ROCE > 8%,False,False,,
Power,ADANIENSOL,Adani Energy Solutions Ltd.,5,5,True,,False,-8.23,-2.32,,False,Bearish (Downtrend),27.88,35.26,-0.45,9,21,,not announced,,2025-10-27,False,Nifty Power,,163692.0,True,9.65,True,,,10997.0,True,,,0.0,True,OK,2026-09-26,30-Jun-2026,1338.5,15.29,32.11,1337.0,1383.4,247,-11.55,3.97,51.85,-0.27,IMPROVING,LAGGING,-16.82,False,,True,,False,False,1.86,True
Capital Goods,MAZDOCK,Mazagoan Dock Shipbuilders Ltd.,5,6,False,Cash from operations last year > 0 (Rs Cr),False,-8.38,-6.18,,False,Bearish (Downtrend),32.65,29.57,-10.1,37,54,,not announced,,2025-10-27,False,Nifty Capital Goods,,88727.0,True,36.0,True,19.3,True,-2654.0,False,0.05,True,0.0,True,OK,2026-09-26,,2199.6,10.25,30.22,2190.0,2444.0,247,-1.53,-8.26,4.95,-5.5,LAGGING,LAGGING,-19.97,False,False,True,Cash from operations last year > 0 (Rs Cr),False,False,,
Power,ADANIPOWER,Adani Power Ltd.,5,5,True,,False,-8.98,-3.52,,False,Bearish (Downtrend),13.29,44.89,-1.2,10,21,,not announced,,2025-10-30,False,Nifty Power,,390997.0,True,17.2,True,,,20514.0,True,,,1.81,True,OK,2026-09-26,30-Jun-2026,202.75,16.65,29.48,201.87,207.5,247,-9.12,-0.7,26.13,-4.95,LAGGING,LAGGING,-12.83,False,,True,,False,False,5.6,True
Power,TORNTPOWER,Torrent Power Ltd.,5,5,True,,False,-9.8,-1.7,,False,Bearish (Downtrend),19.66,43.15,-2.02,12,21,,not announced,,2025-11-11,False,Nifty Power,,63220.0,True,13.7,True,,,5464.0,True,,,0.0,True,OK,2026-09-26,30-Jun-2026,1254.6,20.24,24.38,1243.8,1255.9,247,-12.05,0.56,-21.67,-3.69,IMPROVING,LAGGING,-4.14,False,,True,,False,False,4.55,True
Capital Goods,GRSE,Garden Reach Shipbuilders & Engineers Ltd.,5,6,False,Cash from operations last year > 0 (Rs Cr),False,-11.68,-3.26,,False,Bearish (Downtrend),22.24,33.59,-13.4,44,54,,not announced,,2025-11-04,False,Nifty Capital Goods,,26565.0,True,42.8,True,11.1,True,-290.0,False,0.01,True,0.0,True,OK,2026-09-26,,2319.0,15.93,30.55,2300.0,2568.0,247,-7.92,-5.2,9.12,-2.44,LAGGING,LAGGING,-14.62,False,False,True,Cash from operations last year > 0 (Rs Cr),False,False,,
Power,PTC,PTC India Ltd.,5,5,True,,False,-13.01,2.43,,False,Bearish (Downtrend),20.84,43.6,-5.23,17,21,,not announced,,2025-11-11,False,Nifty Power,,4591.0,True,13.4,True,,,2817.0,True,,,0.0,True,OK,2026-09-26,30-Jun-2026,155.09,18.73,23.67,154.5,158.92,247,-20.83,6.72,-15.15,2.47,IMPROVING,IMPROVING,-4.94,False,,True,,False,False,3.89,True
Power,CESC,CESC Ltd.,5,5,True,,False,-13.24,-3.71,,False,Bearish (Downtrend),19.02,29.76,-5.47,19,21,,not announced,,2025-10-17,False,Nifty Power,,18539.0,True,10.9,True,,,4057.0,True,,,0.0,True,OK,2026-09-26,30-Jun-2026,139.86,16.79,31.2,139.6,153.42,247,-17.06,2.21,-10.9,-2.04,IMPROVING,LAGGING,-14.41,False,,True,,False,False,2.38,True
Capital Goods,INOXWIND,Inox Wind Ltd.,5,6,False,Cash from operations last year > 0 (Rs Cr),False,-13.51,-0.15,,False,Bearish (Downtrend),14.49,48.57,-15.23,50,54,,not announced,,2025-11-14,False,Nifty Capital Goods,,12919.0,True,10.6,True,19.64,True,-598.0,False,0.25,True,8.08,True,OK,2026-09-26,30-Jun-2026,74.75,22.5,25.94,73.81,77.85,247,-13.72,-0.98,-17.88,1.78,LAGGING,IMPROVING,-3.44,False,False,True,Cash from operations last year > 0 (Rs Cr),False,False,,
Power,NLCINDIA,NLC India Ltd.,5,5,True,,False,-18.17,-1.38,,False,Bearish (Downtrend),21.76,39.9,-10.39,20,21,,not announced,,2025-10-29,False,Nifty Power,,36406.0,True,8.42,True,,,5166.0,True,,,0.0,True,OK,2026-09-26,30-Jun-2026,262.55,16.68,26.23,262.2,263.0,247,-18.66,1.68,-7.07,-2.57,IMPROVING,LAGGING,-9.55,False,,True,,False,False,4.17,True
Cement,GRASIM,Grasim Industries Ltd.,4,6,False,Cash from operations last year > 0 (Rs Cr); Debt to equity < 1.5,False,5.32,-2.34,-44.0,False,Bearish (Downtrend),20.76,45.66,10.14,2,16,,not announced,,2025-11-05,False,Nifty Cement,"CONGLOMERATE CONCERN (same treatment as NAVA). Consolidated results include UltraTech (cement) but also VSF and chemicals, paints, B2B e-commerce and financial services (Aditya Birla Capital).",217159.0,True,8.01,True,20.96,True,-17810.0,False,2.2,False,0.0,True,OK,2026-09-26,30-Jun-2026,3191.0,14.38,20.33,3183.0,3192.3,247,3.85,-1.12,16.36,-1.51,WEAKENING,WEAKENING,-5.95,False,False,False,Cash from operations last year > 0 (Rs Cr),False,False,,
Cement,PRSMJOHNSN,Prism Johnson Ltd.,4,6,False,ROCE > 8%; OPM > 10%,False,0.67,2.47,368.7,True,Bullish (Uptrend),41.72,60.04,5.49,4,16,,not announced,,2025-10-31,False,Nifty Cement,,5855.0,True,5.92,False,9.8,False,503.0,True,1.1,True,0.0,True,OK,2026-09-26,30-Jun-2026,116.31,27.75,10.23,116.0,116.7,247,-8.1,6.71,-24.18,6.32,LEADING,LEADING,17.52,False,False,True,ROCE > 8%; OPM > 10%,True,False,,
Power,NTPCGREEN,NTPC Green Energy Ltd.,4,5,False,ROCE > 6%,False,0.67,8.07,1204.5,True,Bullish (Uptrend),24.09,60.25,8.44,3,21,,not announced,,2025-10-29,False,Nifty Power,,78761.0,True,3.56,False,,,2386.0,True,,,0.0,True,OK,2026-09-26,,93.47,29.0,16.26,92.5,93.85,247,-14.1,13.79,-19.8,9.54,LEADING,LEADING,12.74,False,,True,ROCE > 6%,True,False,1.76,True
Power,NHPC,NHPC Ltd.,4,5,False,ROCE > 6%,False,-5.1,1.06,,False,Bullish (Uptrend),11.85,47.3,2.67,6,21,,not announced,,2025-11-06,False,Nifty Power,,76342.0,True,5.75,False,,,3294.0,True,,,0.0,True,OK,2026-09-26,30-Jun-2026,76.0,17.78,15.08,75.94,77.31,247,0.59,-2.97,-12.73,-7.22,LAGGING,WEAKENING,2.7,False,,True,ROCE > 6%,True,False,3.74,True
Capital Goods,PRAJIND,Praj Industries Ltd.,4,6,False,ROCE > 8%; OPM > 8%,False,-7.08,-1.83,,False,Bearish (Downtrend),22.55,40.2,-8.8,36,54,,not announced,,2025-11-05,False,Nifty Capital Goods,,5807.0,True,6.12,False,4.62,False,200.0,True,0.13,True,0.0,True,OK,2026-09-26,30-Jun-2026,315.9,14.86,22.85,315.15,323.45,247,-6.61,-0.29,-1.71,2.47,LAGGING,IMPROVING,-7.99,False,False,True,ROCE > 8%; OPM > 8%,False,False,,
Power,JPPOWER,Jaiprakash Power Ventures Ltd.,4,5,False,Pledged percentage < 15%,False,-9.17,-0.7,,False,Bullish (Uptrend),17.84,42.3,-1.39,11,21,,not announced,,2025-10-18,False,Nifty Power,,10876.0,True,6.97,True,,,1301.0,True,,,72.99,False,OK,2026-09-26,30-Jun-2026,15.87,28.55,23.07,15.7,16.18,247,-13.4,4.29,1.74,0.04,IMPROVING,IMPROVING,5.48,False,,False,,False,False,2.99,True
Power,JSWENERGY,JSW Energy Ltd.,4,5,False,Interest coverage > 1.5,False,-11.87,-2.99,,False,Bearish (Downtrend),14.26,37.67,-4.09,13,21,,not announced,,2025-10-17,False,Nifty Power,,92875.0,True,8.16,True,,,9898.0,True,,,13.27,True,OK,2026-09-26,30-Jun-2026,506.55,19.44,28.21,505.25,507.65,247,-8.93,-0.36,-1.41,-4.61,LAGGING,LAGGING,-8.77,False,,False,,False,False,1.34,False
Power,ADANIGREEN,Adani Green Energy Ltd.,4,5,False,Interest coverage > 1.5,False,-11.98,1.33,,False,Bearish (Downtrend),14.09,48.07,-4.2,14,21,,not announced,,2025-10-28,False,Nifty Power,,213573.0,True,7.39,True,,,10135.0,True,,,0.0,True,OK,2026-09-26,30-Jun-2026,1296.6,18.5,21.06,1291.4,1305.0,247,-16.3,3.0,45.61,-1.25,IMPROVING,LAGGING,-2.56,False,,False,,False,False,1.31,False
Power,SJVN,SJVN Ltd.,4,5,False,ROCE > 6%,False,-12.25,-6.58,,False,Bearish (Downtrend),25.44,28.22,-4.47,15,21,,not announced,,2025-11-10,False,Nifty Power,,24270.0,True,5.73,False,,,1860.0,True,,,0.0,True,OK,2026-09-26,30-Jun-2026,61.76,13.4,29.93,61.21,67.51,247,-11.6,-0.66,-15.02,-4.9,LAGGING,LAGGING,-16.53,False,,True,ROCE > 6%,False,False,1.93,True
Power,KPIGREEN,KPI Green Energy Ltd.,4,5,False,Pledged percentage < 15%,False,-12.38,19.69,,False,Bullish (Uptrend),50.06,60.02,-4.61,16,21,,not announced,,2025-11-07,False,Nifty Power,,6716.0,True,13.8,True,,,424.0,True,,,44.74,False,OK,2026-09-26,30-Jun-2026,339.75,32.28,18.27,339.45,340.0,247,-27.79,13.45,-24.05,9.21,IMPROVING,IMPROVING,14.01,False,,False,,False,False,4.8,True
Cement,INDIACEM,India Cements Ltd.,4,6,False,ROCE > 8%; Cash from operations last year > 0 (Rs Cr),False,-12.72,-5.62,,False,Bearish (Downtrend),28.31,26.52,-7.9,15,16,2026-10-17,announced,True,2025-10-17,False,Nifty Cement,,10013.0,True,1.24,False,10.47,True,-27.0,False,0.13,True,0.0,True,OK,2026-09-26,30-Jun-2026,323.1,14.99,33.07,319.2,379.5,247,-10.41,0.25,-7.6,-0.14,IMPROVING,LAGGING,-18.08,False,False,True,ROCE > 8%; Cash from operations last year > 0 (Rs Cr),False,False,,
Power,RPOWER,Reliance Power Ltd.,4,5,False,Interest coverage > 1.5,False,-13.06,-4.3,,False,Bearish (Downtrend),12.81,30.48,-5.29,18,21,,not announced,,2025-11-10,False,Nifty Power,,8507.0,True,6.11,True,,,2824.0,True,,,0.0,True,OK,2026-09-26,30-Jun-2026,20.57,17.95,26.89,20.51,22.9,247,-21.73,5.64,-5.76,1.39,IMPROVING,IMPROVING,-8.94,False,,False,,False,False,0.91,False
Power,RTNPOWER,RattanIndia Power Ltd.,4,5,False,Interest coverage > 1.5,False,-20.58,-1.93,,False,Bearish (Downtrend),25.64,28.67,-12.81,21,21,,not announced,,2025-10-31,False,Nifty Power,,3759.0,True,6.21,True,,,372.0,True,,,0.0,True,OK,2026-09-26,30-Jun-2026,7.0,15.03,24.67,6.95,8.13,247,-24.79,2.93,-13.63,-1.31,IMPROVING,LAGGING,-9.64,False,,False,,False,False,1.11,False
Power,GMRP&UI,GMR Power and Urban Infra Ltd.,3,5,False,Interest coverage > 1.5; Pledged percentage < 15%,True,5.38,7.91,147.0,True,Bullish (Uptrend),15.0,65.77,13.15,2,21,,not announced,,2025-11-11,False,Nifty Power,,8019.0,True,12.0,True,,,1260.0,True,,,59.96,False,OK,2026-09-26,30-Jun-2026,102.68,24.22,13.51,101.6,102.88,247,-12.87,12.42,-19.13,8.17,LEADING,LEADING,10.71,False,,False,,False,False,1.49,False
Capital Goods,ASHOKLEY,Ashok Leyland Ltd.,3,6,False,Cash from operations last year > 0 (Rs Cr); Debt to equity < 1.5; Pledged percentage < 15%,False,2.82,-2.72,-96.5,False,Bearish (Downtrend),20.63,40.54,1.09,21,54,,not announced,,2025-11-12,False,Nifty Capital Goods,,93441.0,True,13.6,True,19.03,True,-4895.0,False,4.49,False,39.48,False,OK,2026-09-26,30-Jun-2026,159.08,15.44,30.48,158.59,162.0,247,13.85,-9.69,-3.47,-6.92,WEAKENING,WEAKENING,-15.04,False,False,False,Cash from operations last year > 0 (Rs Cr),False,False,,
